Unnamed: 0, Date, Created, User ID, Followers, Following, Tweet Count, TweetLocation,Text,label
1657, 2023-03-19 04:04:29+00:00, 2020-06-20 15:07:31+00:00,1.27E+18,9842,9072,18951,,chotimah wherever he is will still reward the president,Positive
1658, 2023-03-19 03:32:13+00:00, 2022-11-28 07:53:26+00:00,1.60E+18,215,216,304,,"dpc friend ganjar bone invites the entire community to pray and pray so that ganjar pranowo becomes president, fajri fires all indonesian final malming class kiky",Positive
1659, 2023-03-19 03:17:05+00:00, 2016-07-31 10:10:42+00:00,7.60E+17,1018719,3,951989,,hundreds of sugar cane farmers unite in indramayu to declare support for president pranowo's reward,Positive
1660,2023-03-19 03:16:18+00:00, 2019-10-23 01:50:18+00:00,1.19E+18,8854,8431,43925,,"residents of the village of sumber agung kec perak jombang declare the reward of siji gangar kabeh, president of the republic of indonesia this year",Positive
1661, 2023-03-19 03:16:02+00:00, 2009-10-02 08:23:26+00:00,79130206,68356,0,935764, Indonesia,hundreds of sugar cane farmers in indramayu support his candidacy for president,Positive
1662, 2023-03-19 03:08:54+00:00, 2013-09-18 09:43:15+00:00,1878861787,13264,2472,28222," North Jakarta, DKI Jakarta","dpc friends of ganjar bone regency invites all the people of mattirowalie sub-district, west tanete riattang sub-district, bone regency, south sulawesi to pray and pray so that ganjar pranowo becomes president.",Positive
1663, 2023-03-19 02:42:55+00:00, 2012-12-29 06:36:14+00:00,1044027295,126,226,2074,,will be submitted as a political proposal by president jokowi to the pdp chairman ganjar prabowo to establish themselves as a deadly duet in the presidential election,Negative
1664, 2023-03-19 02:16:58+00:00, 2016-05-28 16:50:39+00:00,7.37E+17,2358,3001,13665, Indonesia,"residents of sumberagung village, perak sub-district, jombang regency, declare their support for pak ganjar pranowo as president of ganjar village for indonesia",Positive
1665, 2023-03-19 01:32:59+00:00,2022-12-16 01:24:24+00:00,1.60E+18,412,354,1320,,i am sure that ganjar pranowo is the president of the republic of indonesia and anis is the president of pks,Positive
1666, 2023-03-19 00:41:59+00:00,2021-09-06 21:42:00+00:00,1.44E+18,1,12,391,,good luck to pakagar prabowo to become president,Positive
1667, 2023-03-19 00:17:42+00:00, 2022-11-28 08:44:39+00:00,1.60E+18,238,273,282,,"dpc friend ganjar bone invites the entire community to pray and pray so that ganjar pranowo becomes president, kiky fires the all indonesian final class, malming momo",Positive
1668, 2023-03-18 22:57:49+00:00,2021-09-06 21:42:00+00:00,1.44E+18,1,12,391,,"thank god, may prabowo or reward be the president",Positive
1669, 2023-03-18 21:56:42+00:00, 2022-08-12 18:31:27+00:00,1.56E+18,32,17,1670," Bojonggede, Indonesia","wow, the volunteers who support mr. gangar really have various ways of supporting mr. gangar. they show their existence to provide support for mr. gangar to become president next year.",Positive
1670, 2023-03-18 17:58:00+00:00, 2022-07-16 13:06:55+00:00,1.55E+18,54,92,232,,mak ganjar sumsel's canvasing activity shares goodness in the city of palembang,Positive
1671, 2023-03-18 15:12:07+00:00, 2012-12-27 03:43:48+00:00,1038715302,728,285,18424," Jakarta Capital Region, Indonesia","the clear code looks like this is the result of prabowo's political discussion, the president rewards the vice president, the next leaders ri aaaamiiiin",Positive
1672, 2023-03-18 15:02:50+00:00, 2021-07-26 06:44:19+00:00,1.42E+18,4019,3970,17678,,ganjar pranowo & moeldoko get the support of xxviii east kalimantan musra participants to run as presidential and vice presidential candidates in the presidential election. ganjar moeldoko is believed to be able to continue president jokowi moeldoko's program,Positive
1673, 2023-03-18 14:53:10+00:00, 2013-04-04 13:18:40+00:00,1326939031,20,131,2850," Pedurungan, Indonesia",guse cc said that it is not permissible to reward presidential candidates from any party,Negative
1674, 2023-03-18 14:19:51+00:00, 2017-04-14 01:54:17+00:00,8.53E+17,2,9,76," Depok, Indonesia",let's elect mr. ganjar pranowo and mr. prabowo subianto as president of the republic of indonesia for two terms at a time for the sake of the republic of indonesia becoming a developed country.,Negative
1675, 2023-03-18 13:58:34+00:00, 2021-12-19 14:35:15+00:00,1.47E+18,10,95,3007," West Kalimantan, Indonesia","don't worry, my family and i won't choose anis as president. we have another choice, president prabowo ganjar",Positive
1676, 2023-03-18 13:23:00+00:00, 2023-02-02 08:19:43+00:00,1.62E+18,6,12,65, Indonesia,this sharing was accompanied by eating together while chatting about the figure of mr ganjar pranowo who will run for president in the next link,Positive
1677, 2023-03-18 13:14:46+00:00, 2023-03-05 13:37:06+00:00,1.63E+18,1,14,19,,"hello mr ganjar pranowo, we are residents of mangga city regency in west java, we always support you as a presidential candidate and we are ready to work hard for your victory.",Positive
1678, 2023-03-18 13:07:39+00:00, 2014-03-12 23:04:19+00:00,2385926900,34082,16072,63649," DKI Jakarta, Indonesia","the two king makers met at the palace of mrs. mega & president jokowi regarding the presidential candidate. i think today has been decided by the king maker, but it is still a secret. netizens, please be patient. god willing, mrs. mega will not disappoint us as supporters of ganjar pranowo ri.",Positive
1679, 2023-03-18 12:54:56+00:00, 2022-08-01 18:59:57+00:00,1.55E+18,226,361,333," East Nusa Tenggara, Indonesia","together with mak gangar, ntt youth also supports mr ganjar pranowo",Positive
1680, 2023-03-18 12:04:59+00:00, 2022-04-14 15:44:47+00:00,1.51E+18,17,13,214,,art performance and prayer together for mr. ganjar president,Negative
1681, 2023-03-18 11:37:33+00:00, 2019-08-28 02:05:14+00:00,1.17E+18,13119,10476,16950,,"bone regency dpc invites all the people of mattirowalie sub-district, west tanete riattang sub-district, bone regency, south sulawesi to pray and pray for pranowo to become president.",Positive
1682, 2023-03-18 11:34:17+00:00, 2022-06-09 08:16:20+00:00,1.53E+18,1938,3829,1056,,"dpc's friend ganjar bone invites the entire community to pray and pray so that ganjar pranowo becomes president of napoli, sacks bpjs boti, his skirt is bumpy, erha nakes",Positive
1683, 2023-03-18 08:27:28+00:00, 2022-09-25 07:00:37+00:00,1.57E+18,12,9,904,,universekung universe supports pak gangar to become president,Positive
1684, 2023-03-18 08:17:26+00:00, 2022-06-09 08:17:55+00:00,1.53E+18,1946,3774,1057,,dpc friend ganjar bone invites the entire community to pray and pray so that ganjar pranowo becomes president.,Positive
1685, 2023-03-18 07:04:07+00:00, 2021-06-19 06:07:41+00:00,1.41E+18,14,404,1177,,"if the president's son becomes a presidential candidate, there's no delay like yesterday's solo regional election, even though covid is high, gibran ganjar still goes ahead.",Negative
1686, 2023-03-18 06:54:02+00:00, 2022-11-28 05:49:12+00:00,1.60E+18,142,206,182,,president ganjar pranowo amen boti kiky bencong health workers daddies fire bpjs,Negative
1687, 2023-03-18 05:06:53+00:00, 2020-04-29 11:45:39+00:00,1.26E+18,4158,4148,26245, Victorious Queen,"prabowo's reward will definitely be the next president, vice president",Positive
1688, 2023-03-18 03:58:46+00:00,2023-02-07 05:55:49+00:00,1.62E+18,0,3,137,,mr ganjar pranowo president,Negative
1689, 2023-03-18 03:56:56+00:00, 2022-10-19 15:28:00+00:00,1.58E+18,19,25,154," South Sumatra, Indonesia",ganjar pranowo for president,Negative
1690, 2023-03-18 03:51:40+00:00, 2022-12-26 11:48:04+00:00,1.61E+18,3,108,123," Washington, DC","my party id, my president will be punished",Negative
1691, 2023-03-18 03:03:51+00:00, 2023-02-07 02:41:04+00:00,1.62E+18,11,15,180," North Sumatra, Indonesia","hi bestie, let's enliven the activities of srikandi ganjar north sumatra with the shellfish cracker war community cooking class learn to make the typical malay ramadhan dish porridge podas",Negative
1692, 2023-03-18 03:02:32+00:00, 2022-07-16 13:06:55+00:00,1.55E+18,54,92,232,,mak ganjar sumsel's canvasing activity shares goodness in the baturaja area,Positive
1693, 2023-03-18 02:59:32+00:00, 2023-02-07 02:41:04+00:00,1.62E+18,11,15,180," North Sumatra, Indonesia","hi bestie, documentation of the activities of srikandi ganjar, north sumatra with the binjai crafter community, training in making flowers from stockings",Negative
1694, 2023-03-18 02:54:09+00:00, 2023-02-07 02:41:04+00:00,1.62E+18,11,15,180," North Sumatra, Indonesia","hi bestie, documentation of the activities of srikandi ganjar, north sumatra with the binjai crafter community, training in making flowers from stockings",Negative
1695, 2023-03-18 02:50:57+00:00, 2023-02-07 02:41:04+00:00,1.62E+18,11,15,180," North Sumatra, Indonesia",hi bestie documentation of srikandi ganjar north sumatra collaborated with the railway women's vocational school by sponsoring activities ahead of ramadan scout challenges. this activity was held on,Positive
1696, 2023-03-18 02:50:48+00:00, 2013-09-18 09:43:15+00:00,1878861787,13264,2472,28222," North Jakarta, DKI Jakarta","president joko widodo some time ago was among prabowo subianto, ganjar pranowo, as is known, prabowo's electability as a presidential candidate is high in various survey institutions.",Negative
1697, 2023-03-18 02:25:41+00:00, 2022-02-20 22:45:36+00:00,1.50E+18,489,608,4651,,reward pranowo the next president of the republic of indonesia,Positive
1698, 2023-03-18 02:10:53+00:00, 2017-12-12 07:41:04+00:00,9.40E+17,20142,2669,54107," DKI Jakarta, Indonesia","friends of ganjar bone regency invites all the people of mattirowalie sub-district, west tanete riattang sub-district, bone regency, south sulawesi to pray and pray to become president.",Positive
1699, 2023-03-18 00:17:07+00:00, 2022-07-15 14:13:19+00:00,1.55E+18,4,16,189,,reward pranowo for indonesia,Positive
1700, 2023-03-17 21:41:27+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,"on march, we socialized and even introduced the figure of mr ganjar pranowo",Negative
1701, 2023-03-17 19:19:40+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,"mak ganjar, north sumatra wishes you a happy march indonesian architecture day",Positive
1702, 2023-03-17 19:06:38+00:00, 2022-04-14 15:52:06+00:00,1.51E+18,10,10,303,,"gathering of the raudhatul hamidah rembang taklim assembly, pasuruan regency",Negative
1703, 2023-03-17 18:05:35+00:00, 2020-11-18 03:04:48+00:00,1.33E+18,178,468,2588,,"the fourth ummah party, god willing, is ganjar or prabowo president",Positive
1704, 2023-03-17 17:05:18+00:00, 2021-07-09 23:16:33+00:00,1.41E+18,35,31,547," Maluku, Indonesia",football fans in east java support ganjar pranowo to become president in the election,Positive
1705, 2023-03-17 17:04:15+00:00, 2018-05-14 04:22:40+00:00,9.96E+17,37,0,19735,,"considered a trusted leader, hundreds of south sulawesi residents prayed for pranowo to become president",Positive
1706, 2023-03-17 16:34:07+00:00, 2021-04-22 04:28:29+00:00,1.39E+18,5159,5397,15051,,"not rich, maneh for sustainable development rewards pranowo, president of the republic of indonesia",Positive
1707, 2023-03-17 15:58:02+00:00, 2022-07-26 16:40:46+00:00,1.55E+18,18,29,54, Central Java,share friday blessings with the local community as a form of gratitude for the blessings that have been given by allah swt pranowo,Positive
1708, 2023-03-17 15:56:54+00:00, 2022-07-21 03:41:01+00:00,1.55E+18,0,64,7,,share friday blessings with the local community as a form of gratitude for the blessings that have been given by allah swt pranowo,Positive
1709, 2023-03-17 14:32:39+00:00, 2022-10-31 00:37:09+00:00,1.59E+18,7,35,173,,reward pranowo duet prabowo subianto president,Positive
1710, 2023-03-17 13:58:47+00:00, 2023-02-06 12:08:04+00:00,1.62E+18,9,56,52, Lampung,cake decoration class with bento cake bdl monday march time wib finished inspiration location corner bandar lampung,Positive
1711, 2023-03-17 13:57:05+00:00, 2023-02-06 12:08:04+00:00,1.62E+18,9,56,52, Lampung,cake decoration class with bento cake,Negative
1712, 2023-03-17 13:44:45+00:00, 2021-11-13 00:20:17+00:00,1.46E+18,2,19,134,,"according to my prediction, bro, last year i predicted that jokowi would become president, it was true, so at that time many of my friends were not sure, but i was sure that prabowo was a reward, so",Positive
1713, 2023-03-17 13:31:10+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,,Negative
1714, 2023-03-17 13:22:06+00:00, 2023-03-05 13:37:06+00:00,1.63E+18,1,14,19,,i and the people in my village hope that the presidential candidate who will win will be mr ganjar pranowo as the presidential candidate while the deputy will be mr prabowo subianto,Positive
1715, 2023-03-17 12:50:16+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,"socialize and introduce pak gangar, who we will win next year to become president of the republic of indonesia. then keep up the enthusiasm, mak ganjar.",Positive
1716, 2023-03-17 12:27:43+00:00, 2020-08-16 14:53:19+00:00,1.30E+18,1128,2032,5047,,"minister bumnerick thohir's name has been attached as a vice presidential candidate with high electability. his contribution could boost the votes of presidential candidate ganjar erick, who has the potential to win if he is paired in the presidential election.",Positive
1717, 2023-03-17 11:23:11+00:00, 2016-10-19 21:40:37+00:00,7.89E+17,0,1,1408,,hopefully our hopes and aspirations for mr gangar to continue his leadership as president can be realized in,Positive
1718, 2023-03-17 11:22:09+00:00, 2016-08-26 16:04:56+00:00,7.69E+17,1,3,1287,,but mr ganjar is indeed a worthy candidate to run for president,Positive
1719, 2023-03-17 11:21:17+00:00, 2009-07-31 08:52:57+00:00,61729351,4702,2061,55417," Peace on earth, peace in the heart.","happy born day bro, stay healthy and successful, i hope mr ganjar will be president next year, amen",Positive
1720, 2023-03-17 10:35:20+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,"mak ganjar, north sumatra wishes you a happy march national nurses day",Positive
1721, 2023-03-17 08:40:12+00:00, 2023-01-15 13:16:54+00:00,1.61E+18,55,94,15565,,who wants to reward pranowo as president of indonesia in prabowo subianto,Positive
1722, 2023-03-17 08:40:01+00:00, 2023-01-15 13:16:54+00:00,1.61E+18,55,94,15565,,"this support was conveyed in a declaration of support for the governor of central java, ganjar pranowo, to run for the presidential election, prabowo subianto.",Positive
1723, 2023-03-17 08:13:01+00:00, 2019-03-02 04:09:48+00:00,1.10E+18,47212,9631,123279,,ganjar's friend volunteers are increasingly promoting ganjar pranowo as a presidential candidate. the governor of central java is being socialized as a leader figure to succeed president jokowi through social and humanitarian activities.,Positive
1724, 2023-03-17 08:04:15+00:00, 2016-06-12 16:01:59+00:00,7.42E+17,12495,9792,84496, Indonesia,"minister bumnerick thohir's name has been attached as a vice presidential candidate with high electability. his contribution could boost the votes of presidential candidate ganjar erick, who has the potential to win if he is paired in the presidential election.",Positive
1725, 2023-03-17 07:20:17+00:00, 2022-11-28 06:24:54+00:00,1.60E+18,382,471,185,,ganjar pranowo president kanjuruhan viera maneh ginting sunda,Negative
1726, 2023-03-17 07:02:38+00:00, 2008-04-07 10:39:25+00:00,14321721,965,7,346, East Java,continue to support pranowo's reward for becoming president,Positive
1727, 2023-03-17 06:19:12+00:00, 2021-08-02 03:36:47+00:00,1.42E+18,40,81,532," Maluku, Indonesia",reward the next president,Positive
1728, 2023-03-17 06:16:35+00:00, 2020-09-21 18:11:14+00:00,1.31E+18,33,65,91,,"pak ganjar always approaches the people, his life is very simple, sir, if you become president, i'm sure you can make our country better.",Positive
1729, 2023-03-17 04:32:19+00:00, 2023-01-30 17:35:00+00:00,1.62E+18,33,186,70," South Sumatra, Indonesia",madurese indigenous community forum declares support for reward for becoming president,Positive
1730, 2023-03-17 04:31:49+00:00, 2023-01-30 17:35:00+00:00,1.62E+18,33,186,70," South Sumatra, Indonesia",national trade unions say they support the president's reward,Positive
1731, 2023-03-17 04:21:46+00:00, 2012-12-29 06:36:14+00:00,1044027295,126,226,2074,,president jokowi supports the candidacy of ganjar prabowo's running mate for the presidential election,Positive
1732, 2023-03-17 04:11:05+00:00, 2019-04-30 21:18:53+00:00,1.12E+18,60,204,4277,,"you've always been like that in the past, oh yeah, right now the president of the republic of indonesia is still pak jokowi until and after that, sir, reward me in the next year, won't it make you more stressed?",Positive
1733, 2023-03-17 03:41:55+00:00, 2022-10-24 08:11:13+00:00,1.58E+18,33,33,122," Maros, South Sulawesi","mak ganjar, south sulawesi's collaboration with hany foods makes onion and breadfruit chips",Negative
1734, 2023-03-17 03:23:24+00:00, 2022-04-18 15:17:40+00:00,1.52E+18,39,18,273,,the activity held by srikandi ganjar south sulawesi dpw is planting mangrove seedlings in the lantebung mangrove tourist area,Negative
1735, 2023-03-17 02:56:54+00:00, 2014-11-21 01:30:09+00:00,2905567770,14856,11337,26521, Indonesia,optimistic about reward for president pranowo,Positive
1736, 2023-03-17 02:22:21+00:00, 2022-04-14 17:59:33+00:00,1.51E+18,6,5,70," Central Java, Indonesia","hello, millennial friends, ready for direction from the president and ready to become a great millennial president, father, reward your strong enthusiasm for serving to build the country",Positive
1737, 2023-03-17 01:00:26+00:00, 2023-01-10 06:34:03+00:00,1.61E+18,2711,3075,996,,"ganjar's performance in the central java province is full of achievements, various awards have been presented to gangar while leading central java province. gangar's figure is indeed worthy of being the next sundanese president, ridwan kamil, candidate for minister of justice.",Positive
1738, 2023-03-17 00:28:18+00:00, 2021-08-10 15:07:07+00:00,1.43E+18,113,74,269,,it is indeed extraordinary that mr ganjar is the most appropriate figure to carry forward mr jokowi's ideas and ideas in the years of president ganjar's life,Negative
1739, 2023-03-17 00:25:33+00:00, 2022-12-31 11:30:45+00:00,1.61E+18,49,954,1057,,"i really agree that anus being president of the pks is enough. the proper president of the republic of indonesia is mr gangar and mr btp, the others are haram, especially that anus is not a native, he is an illegal immigrant from yemen, ok",Positive
1740, 2023-03-17 00:23:08+00:00, 2022-12-17 16:25:25+00:00,1.60E+18,3654,4326,3246,,my god only reward that is worthy of being president of indonesia fajri ministerial candidate we miss ilichil sunda ridwan kamil contra txt is txt taylor bakri ng tze yong,Positive
1741, 2023-03-17 00:22:39+00:00, 2022-12-17 23:16:05+00:00,1.60E+18,3736,4326,3236,,my god only reward that is worthy of being president of indonesia fajri ministerial candidate we miss ilichil sunda ridwan kamil contra txt is txt taylor bakri ng tze yong,Positive
1742, 2023-03-17 00:22:12+00:00, 2022-12-17 22:55:51+00:00,1.60E+18,3715,4326,3238,,my god only reward that is worthy of being president of indonesia fajri ministerial candidate we miss ilichil sunda ridwan kamil contra txt is txt taylor bakri ng tze yong,Positive
1743, 2023-03-16 23:53:04+00:00, 2022-11-23 03:01:44+00:00,1.60E+18,0,6,1422, Bandung,hopefully this way can lead mr ganjar to become president,Positive
1744, 2023-03-16 19:25:59+00:00, 2022-06-20 12:50:18+00:00,1.54E+18,135,421,5662,,"wow, it's been a long time since anies actually became president. if you compare the rewards, it's more problematic, even within his own party, i still don't know what to do as long as anies doesn't play identity politics anymore and attracting influencers like jokowi goes smoothly.",Positive
1745, 2023-03-16 16:58:33+00:00, 2019-03-27 15:52:49+00:00,1.11E+18,18,52,2259,,hundreds of west java brass mothers support pranowo's reward for becoming president of national sindonews,Positive
1746, 2023-03-16 16:42:58+00:00, 2022-12-16 17:36:48+00:00,1.60E+18,13,117,601,,"i'm not really sure, i really don't believe that mr ganjar will not become president unless he is not nominated as a presidential candidate.",Negative
1747, 2023-03-16 15:50:17+00:00, 2022-04-14 15:52:06+00:00,1.51E+18,10,10,303,,gathering of the taklim assembly miftahul jannah kenjeran city of surabaya,Negative
1748, 2023-03-16 14:58:40+00:00, 2021-05-22 14:24:55+00:00,1.40E+18,4830,5223,22931,,"musra participant diar yahya recommends the pair ganjar pranowo and moeldoko for the presidential election for president. i recommend pak ganjar pranowo because as we can see he is very popular and blends in with the local community, he said.",Positive
1749,2023-03-16 14:09:44+00:00, 2022-08-01 18:59:57+00:00,1.55E+18,226,361,333," East Nusa Tenggara, Indonesia","we, mak gangar ntt, continue to tirelessly introduce mr ganjar pranowo to all corners of the country",Negative
1750, 2023-03-16 14:00:04+00:00, 2009-06-12 16:51:00+00:00,46693036,368260,40,46793,,west java golkar party dpd chairman ace hasan syadzily responded casually to the discourse on the duet of prabowo subianto and ganjar pranowo in the presidential election which already had the blessing of president joko widodo jokowi because according to ace president jokowi had also,Positive
1751, 2023-03-16 13:11:55+00:00, 2022-07-16 13:06:55+00:00,1.55E+18,54,92,232,,mak ganjar sumsel's canvasing activity shares goodness in the baturaja area,Positive
1752, 2023-03-16 12:32:50+00:00, 2019-08-27 11:03:55+00:00,1.17E+18,7213,6741,105467," Moscow, Russia","the difference is that the governor is the coolest, sir, like this, he really likes to chat with his citizens, even though there are regents and mayors, but he likes to talk to mr. gangar the most, this proves that he is really loved, it's normal for the president of the republic of indonesia to gasspoll",Positive
1753, 2023-03-16 12:13:09+00:00, 2022-11-22 04:36:28+00:00,1.59E+18,3,31,524," Ciputat, Indonesia",pak gangar pranowo is indeed worthy to run for the presidential election and become president of the republic of indonesia,Positive
1754, 2023-03-16 09:52:41+00:00, 2017-02-18 09:44:58+00:00,8.33E+17,2064,2037,5651, Indonesia,"red will reward pranowo with a hat trick, president of the republic of indonesia, gibran, governor of dki",Positive
1755,2023-03-16 08:30:37+00:00, 2022-05-11 08:04:50+00:00,1.52E+18,51,31,893," DKI Jakarta, Indonesia","pak gangar's supporters have to be creative, don't you? follow us for other information. dm us",Positive
1756, 2023-03-16 07:29:36+00:00, 2008-04-07 10:39:25+00:00,14321721,965,7,346, East Java,because it rewards villages in central java to become more advanced and prosperous,Positive
1757, 2023-03-16 07:28:59+00:00, 2008-04-07 10:39:25+00:00,14321721,965,7,346, East Java,ganjar pranowo is the best,Positive
1758, 2023-03-16 07:24:29+00:00, 2023-01-17 15:13:33+00:00,1.62E+18,43,1,344,,understand and be responsive to village problems,Negative
1759, 2023-03-16 07:23:54+00:00, 2023-01-17 15:13:33+00:00,1.62E+18,43,1,344,,pak gangar's independent village was taught,Negative
1760, 2023-03-16 07:08:02+00:00, 2023-01-25 01:37:58+00:00,1.62E+18,2,7,1087,,pak gangar pranowo must become president in essence,Negative
1761, 2023-03-16 07:05:21+00:00, 2022-11-28 04:41:52+00:00,1.60E+18,155,170,179,,president ganjar pranowo sisca innalillahi makes ariel tinkerbell cirebon real,Negative
1762, 2023-03-16 06:06:23+00:00, 2022-01-04 02:28:12+00:00,1.48E+18,5208,5531,7826,,"it was observed that dozens of football fans who were members of the ganjar pranowo tegap tifosi in east java held a declaration of support for the governor of central java, ganjar pranowo, in the presidential election, ganjar prayed to become president of the republic of indonesia, amin",Positive
1763, 2023-03-16 05:21:35+00:00, 2023-01-15 13:16:54+00:00,1.61E+18,55,94,15565,,between prabowo subianto and ganjar pranowo with president jokowi is a sign for prabowo subianto's election,Negative
1764, 2023-03-16 04:13:42+00:00, 2021-05-19 18:03:48+00:00,1.40E+18,9721,9679,42788,,"bumn minister erick thohir is the best vice presidential candidate for the governor of central java, ganjar pranowo in the upcoming presidential election because ganjar is able to beat his competitors when paired with the best minister and president jokowi's mainstay.",Positive
1765, 2023-03-16 03:05:36+00:00, 2022-12-19 07:27:01+00:00,1.60E+18,28,147,1311,,"google trend world level anies baswedan is above prabowo and gangar. try to pay attention to the opportunities that anis rasid baseedan has become increasingly global. keep fighting. the indonesian people make anis rasid baswedan the president of this year. hopefully, amen, robbalaalamiin.",Positive
1766, 2023-03-16 02:15:54+00:00, 2022-02-20 22:45:36+00:00,1.50E+18,489,608,4651,,the next president ri gajar pranowo,Negative
1767, 2023-03-16 02:10:45+00:00, 2022-09-27 13:24:03+00:00,1.57E+18,25,21,112," Jambi, Indonesia","brownie making skill activity with residents of kersik tuo village, kerinci district, jambi province",Negative
1768, 2023-03-16 02:08:57+00:00, 2022-07-16 13:06:55+00:00,1.55E+18,54,92,232,,mak ganjar sumsel's canvasing activity shares goodness in the banyuasin area,Positive
1769, 2023-03-16 01:43:11+00:00, 2021-09-17 05:23:30+00:00,1.44E+18,54,80,3103,,"if you choose president, choose this one, reward pranowo ri, don't choose a fake presidential candidate, that's just fake talk.",Positive
1770, 2023-03-16 00:30:10+00:00, 2010-02-06 12:13:36+00:00,111869546,24163,5986,19559, Texas,"erick thohir, the strongest vice presidential candidate, minister of state-owned enterprises, is the favorite of the people's choice in the vice presidential candidate market. erick thohir is the right figure for whoever the presidential candidate wants to be compared to ganjar or prabowo or something else.",Positive
1771, 2023-03-15 15:49:29+00:00, 2022-07-26 16:40:46+00:00,1.55E+18,18,29,54, Central Java,moving towards a better indonesia together with santri supporting ganjar pranowo,Positive
1772, 2023-03-15 13:50:53+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,"mak ganjar, north sumatra shares goodness door to door",Positive
1773, 2023-03-15 13:43:52+00:00, 2023-02-06 06:50:17+00:00,1.62E+18,11,27,59," Kupang City, NTT",pranowo,Negative
1774, 2023-03-15 13:40:35+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,"mak ganjar, north sumatra, shares kindness door to door, the residents and the community are very happy with the arrival of mak ganjar",Positive
1775, 2023-03-15 13:27:42+00:00, 2022-08-01 18:59:57+00:00,1.55E+18,226,361,333," East Nusa Tenggara, Indonesia",the enthusiasm of ms. gangar ntt for mr. rewarding the president,Positive
1776, 2023-03-15 12:53:11+00:00, 2023-01-03 17:49:54+00:00,1.61E+18,158,154,622,El Araba,"as a native central javanese, i really support ganjar pranowo becoming president of the republic of indonesia",Positive
1777, 2023-03-15 12:35:23+00:00, 2022-11-20 03:15:35+00:00,1.59E+18,1,1,1134,,increasingly confident and optimistic that mr gangar deserves to run as president of the republic of indonesia,Positive
1778, 2023-03-15 12:08:09+00:00, 2022-07-15 14:13:19+00:00,1.55E+18,4,16,189,,gathering and recitation with mt darul mukhlisin ogan komering ilir,Negative
1779, 2023-03-15 11:54:55+00:00, 2022-04-27 14:36:41+00:00,1.52E+18,2296,1626,21697, Hinalang Bagasan,"it would be better for prabowo to retire if the new order players control the country then reforms will fail miserably, this cannot be allowed to be allowed, it is better to reward gibran for being a candidate for president and vice president for a period that will definitely win.",Positive
1780, 2023-03-15 11:35:42+00:00, 2022-04-14 15:44:47+00:00,1.51E+18,17,13,214,,mass circumcision and joint prayers for the president's reward,Positive
1781, 2023-03-15 11:30:34+00:00, 2023-02-09 04:19:59+00:00,1.62E+18,79,92,12136,,prabowo subianto and ganjar pranowo are predicted to win the presidential election,Positive
1782, 2023-03-15 11:21:03+00:00, 2009-10-02 08:23:26+00:00,79130206,68356,0,935764, Indonesia,nyong ohoiwutun beats presidential candidate. her character is beyond doubt,Negative
1783, 2023-03-15 11:16:03+00:00, 2010-09-10 16:24:10+00:00,189190233,920,432,21545," ÜT: -6.3480548,106.8316685",breaking news rngp confirms pranowo's reward as ri's presidential candidate,Positive
1784, 2023-03-15 11:16:03+00:00,2018-11-29 11:18:47+00:00,1.07E+18,417,110,20801, Jakarta Capital Region,rngp confirms pranowo's reward as ri's presidential candidate,Positive
1785, 2023-03-15 11:13:07+00:00, 2012-01-16 05:21:08+00:00,465280582,113,132,13671, Jakarta,"rngp confirms pranowo's reward as the republic of indonesia's presidential candidate, not prabowo subianto's vice presidential candidate",Positive
1786, 2023-03-15 10:55:01+00:00, 2018-02-20 06:12:53+00:00,9.66E+17,3717,1123,84442," Central Kalimantan, Indonesia","rngp confirms pranowo's reward as the republic of indonesia's presidential candidate, not prabowo subianto's vice presidential candidate",Positive
1787, 2023-03-15 10:51:02+00:00, 2009-08-27 03:03:05+00:00,69183155,20188649,37,2207015," Jakarta, Indonesia","the discourse of pairing prabowo and ganjar in the presidential election was rejected by the pkb, gerindra and pdip parties only want their cadres to become presidential candidates.",Negative
1788, 2023-03-15 10:42:33+00:00, 2023-03-06 10:52:03+00:00,1.63E+18,0,8,26,,the support of ordinary people for ganjar pranowo is getting stronger as a leader who is very close and always prioritizes the interests of the people so that he is believed to be able to continue jokowi's leadership as president of the republic of indonesia.,Positive
1789, 2023-03-15 10:11:26+00:00, 2018-01-01 23:54:51+00:00,9.48E+17,619,2681,3362,,who deserves to be the president of the republic of indonesia for the period of anies rasyid baswedan prabowo ganjar ridwan kamil airlangga hartarto erick thohir sandiaga uno ttl vote,Negative
1790,2023-03-15 09:08:25+00:00, 2022-08-05 08:33:20+00:00,1.56E+18,1356,1462,1257," DKI Jakarta, Indonesia","like the figure of pak ganjar, the people of riau support being president of cambodia, hambalang elementary school, cleora beauty, pempek pph language, make it really fast, gif",Positive
