,Date,User ID,Tweet Count,Tweet Location,Tweet,label,Clean
2280,2023-03-14,81386247.0,1174,Yogyakarta,sesama penjilat dilarang mendahului insya allah pak ganjar jadi presiden ri kadrun siapa menderita selama tahun lagi,Positive,enggak laku bonghanya koruptor dan maling yg mau menyerahkan negara ini dipimpin org bodoh rb th semoga
2289,2023-03-14,86311144.0,333,"Nusa Tenggara Timur, Indonesia",relawan mak ganjar ntt sampai ke pelosok negri,Positive,wkkww gini nih kalau ngetweet nafsu  denger briefing kakak pembina dulu pt bgr itu bumn anak buah erick tohir pas dia  dipake heru gubernur langsung diangkat dirut transjakartag tau titipan siapa apa jangan lo ngira udah ysabar jangan kudeta
2292,2023-03-14,1415417323.0,123279,,menuju pilpres relawan sahabat ganjar gelar doa dan sholawat bersama di kuningan doa bersama digelar untuk mendoakan bangsa dan ganjar agar jadi penerus presiden jokowi,Positive,samosir go pak
2312,2023-03-14,3329869879.0,76202,,ketua umum partai amanat nasional panzulkifli hasanzulhas menyebutkan hampir semua kader pan mengusulkan agar mengusung ganjar pranowo sebagai bakal calon presiden pada pilpres,Positive,iya dehhpak kalah terus di surveykarna pak bukan berdasar survey tapi dalam realita dan fakta nya nanti di
2313,2023-03-14,88420786.0,4651,,pentingnya layanan birokrasi kepada masyarakat ganjar pranowo the next presiden ri,Positive,koreksi bang thn
2316,2023-03-14,352858952.0,30856,Indonesia,anies presiden thn hijriah ganjar presiden thn masehi,Positive,deg deg degkan partai berani memberikan keputusan calon bpk tapi partai besar katanya berkuasa belum ada nyali kok sakit jantungnya buzerrp kambuh katanya gara pak di lamar partai jadi calon ini
2317,2023-03-14,97694002.0,1303,"Kota Bandung, Jawa Barat",chotimah si sinting sdh keabisan akal nya nul nul relawan ganjar dah bubar anies lagi moncer skrg paham kau nul anies presiden aamiin ya robb,Negative,keadilan jangan lupa sekalian tandain gw ya drun kalo jadi ke
2318,2023-03-14,180112404.0,232,,yel yel bersama mak ganjar sumsel di daerah pagaralam,Negative,dari yg beredar sekrng bagi saya tak ada yg benar qualified jadi tapi kalo nanti pilihannya tetap itu saja ya pilihlah yg paling sedikit cacadnya atau golput saya belum putuskan pilih karena nurut saya terlalu lunak kalo terlalu tua big no
2331,2023-03-14,111813142.0,4651,,inilah ganjar pranowo the next presiden ri,Positive,chotimah jis akan jadi tempat pertandingan tingkat dunia setelah nanti
2334,2023-03-14,1913859108.0,4651,,percepat pembangunan infrastruktur di pedesaan ganjar pranowo the next presiden ri,Positive,yang penting jangan sampai tiga periode ya pak
2343,2023-03-13,89575980.0,1473,"Beji, Indonesia",mari kita dukung terus pak ganjar pranowo sampai beliau maju di pilpres dan menjadi presiden ri ke,Positive,ketua mui kuningan nilai layak jadi
2344,2023-03-13,141001653.0,333,"Nusa Tenggara Timur, Indonesia",pesan emakemak ntt kepada seluruh emakemak di indonesia mari kita bersatu pertahankan bapak ganjar,Negative,ini orang masih aja bahas baiknya saran gue lu fokus ma partai lu jgn sampe cuma jd partai seputaran ibukota aja
2347,2023-03-13,198888246.0,37473,Indonesia,indonesia membutuhkan kesinambungan sustainabaility pembangunan dukung prabowo ganjar sebagai presiden dan wakil presiden,Positive,ps menang tp jkw yg jd ps ga menang dan aamiiiin
2349,2023-03-13,756374106.0,52,Lampung,pelatihan public speaking bersama ikatan mahasiswa bowo puyuh lokasi di kec kalianda kab lampung selatan lampung,Negative,bening lagi asmara didu saewad idha sir
2350,2023-03-13,115413148.0,52,Lampung,pelatihan public speaking bersama ikatan mahasiswa bowo puyuh selasa februari lokasi jl pratu umar gg sanggar way urang kec kalianda kab lampung selatan prov lampung,Positive,dulu ahok pecahan jokowi alhamdulillah pak bisa menang dengan survei berbagai macam lsm yg memenangkan ahok segala macam cara untuk memenangkan ahok mudah mudahan dengan di usung partai sdh melewati kuotadgn bismillah lanjutkan for aamiin
2352,2023-03-13,756374106.0,70,"Jawa Tengah, Indonesia",hello milenial gmc korwil jawa tengah mengadakan kegiatan pencegahan stunting di desa wanadri kec bawang kab banjarnegara pada hari kamis tanggal februari,Negative,tim hore mana nih asmara didu saewad idha sir
2355,2023-03-13,527330536.0,169101,Indonesia ????,percayalah ganjar pranowo bakal diusung oleh pdip sebagai capres dan kalau sudah garis tangannya ganjar pranowo pasti jadi presiden ditahun mendatang,Positive,jika cuma wakil lebih baik tdk maju dlm kontestasi pilpres itu akan lebih elegan beliau bisa jadi faktor penentu kemenangan bagi yg didukung jika maju sbg pesaing kuat cuma
2356,2023-03-13,2845806630.0,1834,"Pasar Minggu, Indonesia",semoga aja apa ganjar pranowo bisa maju di pilpres dan menjadi presiden ri agar pendidikan di indonesia gratis,Positive,ngomong gitu agar memunculkan klu kader nya yg saat ini bermasalah dgn hukum adalah perbuatan atau partai pdip krn nasdem saat ini medukung jd di agar kesan nya mereka jd korban pemerintahan saat ini demi mencari perhatian rakyat untuk capres mereka
2362,2023-03-13,103832104.0,893,"DKI Jakarta, Indonesia",rumah singgah anak asuh dengan melakukan workshop handcraft follow kami di untuk informasi lain dm kami,Negative,siapa calon yang anda jagokan matta ahok muhaimin sandi uno puan ahy
2365,2023-03-13,68930552.0,8,,merindukan ganjar pranowo presiden santun dalam bertutur bijak dalam bertindak,Positive,ketua umum partai demokrat agus harimurti yudhoyono ahy didorong menjadi bakal calon wakil untuk mendampingi rasyid peda pemilihan pilpres
2367,2023-03-13,118646322.0,1355,"Tambaksari, Indonesia",mari kita dukung dan doakan pak ganjar pranowo untuk maju di pilpres dan menjadi presiden ri ke karena indonesia membutuhkan sosok pemimpin terbaik seperti pak ganjar pranowo,Positive,koalisi perubahan berencana mendeklarasikan sebagai bakal calon capres usungan untuk pilpres sebelum ramadan atau bulan puasa
2371,2023-03-13,118646322.0,1389,"Tanah Abang, Indonesia",pak ganjar pranowo adalah sosok pemimpin yang sudah pantas dan layak untuk maju di pilpres dan menjadi presiden ri ke demi indonesia yang sejahtera,Positive,siap mendeklarasikan kepatuhan bayar pajak sebelum maju dalam kontestasi pemilihan atau pilpres
2381,2023-03-13,306615832.0,37473,Indonesia,indonesia membutuhkan kesinambungan sustainabaility pembangunan dukung prabowo ganjar sebagai presiden dan wakil presiden,Positive,pemimpin yang lahir di indonesia jiwa raganya indonesia asli merah putih darahnya siap membawa indonesia maju damai adil dan makmur mari bersama rakyat dukung
2384,2023-03-13,543930551.0,52,Lampung,beauty knowledge and makeup class with rini sugiono makeup minggu februari lokasi gsg labuhan jukung kec pesisir tengah kab pesisir barat prov lampung,Positive,for
2388,2023-03-13,702091153.0,180,"Sumatera Utara, Indonesia",hi bestie februari dump srikandi ganjar sumatera utara,Negative,kirain  strata beneran gak taunya bukan pantaslah dukung
2393,2023-03-13,348667435.0,92,,boleh dukung ganjartapi presiden tetep anies lah wkwkwkwk,Positive,mantan politikus psi surya tjandra mengatakan ada beberapa alasan mengapa dirinya mendukung menjadi indonesia di salah nya yakni karena kinerjanya
2394,2023-03-13,2887214641.0,740,"DKI Jakarta, Indonesia",saya sangat setuju anies baswedan jadi presiden tunggu tahun lagi pasangan sama ahykami akan pilih kalian berdua percayakan sama ganjar erik utk lanjutkqn ikn,Positive,mantan politikus psi surya tjandra mengatakan ada beberapa alasan mengapa dirinya mendukung menjadi indonesia di salah nya yakni karena kinerjanya
2396,2023-03-13,619633070.0,37473,Indonesia,indonesia membutuhkan kesinambungan sustainabaility pembangunan dukung prabowo ganjar sebagai presiden dan wakil presiden,Positive,pks menang
2401,2023-03-13,183335975.0,13942,Jakarta,salah satu ukuran partai amanat nasional pan mengusung tokoh politik termasuk ganjar pranowo di pemilihan presiden pilpres berdasarkan riset dan survei elektabilitas yang tinggi selengkapnya,Positive,padangtegas dan terang benderang taslim ketua partai ummat sumbar mendukung jadi capres pada pemilu februari tak hanya itu ketua dewan perwakilan wilayah partai ummat partai ummat sumbar  taslim chaniago pun telah 
2403,2023-03-13,2558197662.0,1834,"Pasar Minggu, Indonesia",sudah saatnya untuk pak ganjar pranowo maju di pilpres dan menjadi presiden ri menggantikan pak jokowi karena memang beliau adalah sosok yang pantas untuk memimpin negeri ini,Negative,sambut pemilu dengan riang gembira sekretariat bersama sekber simpul relawan lampung hari ini resmi di bentuk bertekad bersatu bergerak menangkan
2404,2023-03-13,518191393.0,180,"Sumatera Utara, Indonesia",hi bestie dokumentasi kegiatan srikandi ganjar sumut berkolaborasi bersama sanggar senam cici fitnes dalam kegiatan fun healthy zumba,Positive,benzema soalnya jangan sampai jadi bisa habis pejabat rezimnow yg menyalah gunakan kekuasaan amp wewenang untuk di kirim ke penjara
2405,2023-03-13,67553993.0,180,"Sumatera Utara, Indonesia",tanggapan dan harapan para peserta kegiatan srikandi ganjar sumut berkolaborasi dengan sanggar senam cici fitnes dalam kegiatan fun healthy zumba,Positive,kami berjuang buat beliaudan kami di tinggal nyemplung kolam insya alloh
2407,2023-03-13,2718336037.0,1473,"Beji, Indonesia",semoga aja pak ganjar pranowo bisa maju di pilpres dan menjadi presiden ri ke,Positive,asmara mas mah orang kuningan kata masyarakat kuningan wes wayahna dari gubernur dki jakarta tahun depan semoga allah swt meridhoi dan kami warga kuningan akan mendukung kang menjadi di
2413,2023-03-13,67553993.0,84496,Indonesia,kandidat duet ganjar pranowo dan terus menyita perhatian publik dalam pemilihan presiden pilpres mendatang,Positive,kami berjuang demi beliau dan kami di tinggal nyemplung kolam insya alloh
2440,2023-03-12,1511042202.0,1219,,partai amanat nasional pan mengungkapkan alasan mengusung gubernur jawa tengah ganjar pranowodan menteri bumn erick thohirsebagai bakal calon presiden dan calon wakil presiden di pilpres,Positive,jsp adjem bedah indonesia tahun  hadapantahun depan
2445,2023-03-12,306615832.0,9422,Sampit,head to head pak ganjar pranowo tetap unggul dengan presentase sedangkan yohanies cuma masyarakat indonesia sudah memilih pak ganjar pranowo sebagai presiden republik indonesia,Negative,orang orang cerdas dan waras merapat ke mari lawan oligarki selamatkan indonesia
2453,2023-03-12,384190172.0,906,,luar biasa bgt pokoknya pak ganjar pranowo calon presiden,Negative,masyarakat kendal jateng mendeklarasikan diri sbg relawan utk memenangkan mas di jateng sbg yuk bersatu amp berjuang brsm utk mas di pilpres sir relawan
2456,2023-03-12,1221456512.0,528,"Kebayoran Baru, Indonesia",kawal terus pak ganjar pranowo sampai jadi presiden indonesia di pemilu nanti,Negative,siapa calon yang anda jagokan matta ahok muhaimin sandi uno puan ahy
2463,2023-03-12,306615832.0,333,"Nusa Tenggara Timur, Indonesia",mak ganjar untuk pak ganjar,Positive,pemimpin yang benar benar dekat dengan rakyat
2468,2023-03-12,90832506.0,33869,"Kota Surabaya, Jawa Timur",saya aamiin kan allah gimana prasangka hambanya insya allah presiden tahun masih yang di dukung cebong kalau pun memang pak ganjar ya gpp bahaya buat amien rais dan golongannya semoga bermasalah buat bangsa negara dan rakyat indonesia,Negative,penilaian positif tersebut justru disampaikan oleh kubu lawan politik dan yakni ketua umum partai nasdem surya paloh yang telah mengusung sebagai bakal calon pada pertarungan pilpres
2469,2023-03-12,306615832.0,5747,,percaya anies bakal menang pilpres yg ke dan ganjar pranowo akan menjadi presiden pada tahun,Positive,mari seluruh indonesia bersatu dukung lawan oligarki selamatkan indonesia jangan biarkan orang baik berjuang sendiri
2470,2023-03-12,306615832.0,5747,,percaya anies bakal menang pilpres yg ke dan ganjar pranowo akan menjadi presiden pada tahun,Positive,pemimpin yang benar benar merakyat dekat dengan rakyat tanpa polesan tanpa setingan tanpa sutradara
2473,2023-03-12,631705596.0,52154,Indonesia,pan dukung ganjar erick thohir pan menggelar rakornasdi semarang jawa tengah untuk persiapan menghadapi pemilu ribuan kader hadir dalam acara tsb acara pun turut dihadiri presiden amp,Positive,sabar tong ntar kalo jadi ke komisaris pertamina jatah ente
2481,2023-03-12,306615832.0,6341,,deklarasi ribuan relawan ganjar pranowo propinsi sulawesi utara for presiden,Negative,masya alloh rakyat begitu merindukan pemimpin yang cerdas jujur benar benar pro rakyat bukan polesan
2482,2023-03-12,306615832.0,1305,,tidak di pungkiri lagi kalau pak ganjar mendapatkan dukungan dari berbagai masyarakat terkhusus ketika di manapun berada kini pak ganjar mendapatkan teriakan presiden,Positive,pemimpin yang dicintai rakyat
2491,2023-03-12,306615832.0,1733,,semoga aja pak ganjar pranowo bisa maju di pilpres dan menjadi presiden ri ke,Positive,pulang kampung ke kota kelahiran pemimpin merakyat
2494,2023-03-12,732527053.0,495,,santri sejawa barat dukung ganjar pranowo jadi presiden di,Positive,siap dukung namun tetap hormat buat bapak bangsa yang tulus mengabdi untuk indonesia bapak
2503,2023-03-12,2558197662.0,5747,,boleh percaya boleh tidak anies bakal menjadi presiden yg ke kesampaian enggak ya dan yg ini harus percaya ganjar pranowo akan menjadi presiden di tahun,Positive,sambut pemilu dengan riang gembira keren ini relawan aliansi nasional indonesia sejahtera mengajak seluruh masyarakat memilih dengan hati senang yuk saiki ojo sikut sikutan ojo nesu nesunan ojo musuhan pilih wae sir
2504,2023-03-11,546753355.0,5747,,boleh percaya boleh tidak anies bakal menjadi presiden yg ke kesampaian enggak ya dan yg ini harus percaya ganjar pranowo akan menjadi presiden di tahun,Positive,beginilah jika orang baik ingin berbakti tampak jelas di negeri kita orang baik selalu dimusuhi setelahnya baru mengeluh dan menyesal saya percaya orang baik maka makin kuat hasrat saya dan keluarga untuk memilih pak nanti
2505,2023-03-11,86311144.0,55224,"Kota Surabaya, Jawa Timur",ketum pan zulkifli hasan sodorkan ganjar pranowo amp erick thohir ke presiden joko widodo saat pidato pada rapat koordinasi nasional rakornas pemenangan pemilu dan workshop di kota semarang jawa tengah,Positive,wow wow wow sungguh tolol bpn dibawah menteri atr menteri atr anak buah jangan kudeta lah masih jokowi sabar  om
2513,2023-03-11,67553993.0,13090,Indonesia,chotimah insha allah tongkat kepemimpinan presiden nkri ke priode diterima capres pak ganjar pranowo untuk lanjutkan program yg belum rampung aamiin,Positive,kami berjuang buat beliaudan kamipun di tinggal nyemplung kolam insya alloh presidenaamiin
2517,2023-03-11,384190172.0,13727,singapore,saya pilih ganjar pranowo sebagai bakal calon presiden di,Negative,ujung dr ikhtiar kita utk memenangkan mas adalah dgn mengetuk pintu langit spt yg dilakukan tmnx sekber jateng aamiin kan setiap doa yg terbaik utk mas agar terpilih jd di aamiin sir relawan
2527,2023-03-11,2902387842.0,22931,,musra xx kaltara jagokan pasangan ganjar pranowo moeldoko untuk kami mencatat ganjar pranowo prabowo subianto dan moeldoko paling dominan disuarakan sebagai presiden dan wakil presiden berikutnya kata edy masran ketua panitia musra xx kaltara,Positive,siap om sy dukung jd sudan
2535,2023-03-11,1632918924.0,1053,,pan menyiratkan nama capres dan cawapres yang akan diusung pada pemilihan presiden ketua umum pan zulkifli hasan menyebut ganjar dan erick thohir sebagai sosok yang harmonis indra bekti bd jepang mati abby choi hendra kurniawan selena suga,Positive,puluhan simpul relawan di riau nyatakan dukung aniesahy sebagai calon dan wakil di pilpres
2536,2023-03-11,389908502.0,15051,,terima kasih telah mendukung pembangunan berkesinambungan ganjar pranowo presiden ri tolak anys,Positive,ada yg tdk kalah penting dg elektabilitas yaitu brdoa kpd allah yg maha menentukan al hakam maha memberi kesejahteraan assalaam kita boleh brharap kbaikan  indonesia kpd tp tetap wajib berdoa kpd allah almujiib agar dikabulkan
2538,2023-03-11,847093111.0,55359,Indonesia,pak ganjar makin laris anak dan istri kiai ponpes di jabar dukung beliau jadi presiden tahun nanti mantaab,Positive,ak semua sesuai dgn jamannya jamannya
2540,2023-03-11,1153424046.0,4411,Jabar Indonesia,muba wedoks wantankri ya ya emang sih perlu di lurus kankalau aa sih dah yakin lahir batin ganjar pranowo layak jadi presidendan beliau satu nya kandidat yg tdk punya masa lalu yang suramselain kandidat yang lainlepas dari pelanggaran hamdan lepas dari politik identitas,Positive,tenang aja survey paling bontot dan tren negatif tapi jangan lupa utk selalu degradasi kan gak enak kalau
2541,2023-03-11,221197073.0,76361,NKRI,dalam musra xx kaltara nama ganjar pranowo dan moeldoko paling dominan disuarakan dan dijagokan sebagai presiden dan wakil presiden indonesia di pilpres mendatang,Positive,chotimah doa gw yg bagus aja nul kan perintahnya begitu semoga allah swt memudahkan jadi semoga allah swt memudahkan den jadi perkumpulan konten kreator indonesia amiin mudahan terkabulkan
2545,2023-03-11,306615832.0,1056,,pan menyiratkan nama capres dan cawapres yang akan diusung pada pemilihan presiden ketua umum pan zulkifli hasan menyebut ganjar dan erick thohir sebagai sosok yang harmonis mbanking bca david jerome hendra kurniawan purel mati bd jepang,Positive,sangat bangga ada pemimpin indonesia dihormati di dunia internasional cerdas jujur berwibawa
2562,2023-03-11,306615832.0,124686,"Pondok Aren, Indonesia",ketua pan zulkifli hasan menyodorkan nama gubernur jateng ganjar pranowo dan menteri bumn ke presiden joko widodo saat pidato rakornas pemenangan pemilu dan workshop di kota semarang,Positive,pemimpin kelas internasional siapa anak bangsa yang tidak bangga pemimpin cerdas jujur dihormati dunia intrenasional
2575,2023-03-10,1153424046.0,3554,,partai amanat nasional menyiratkan nama calon presiden dan calon wakil presiden yang akan diusung pada pemilihan presiden melalui pantun ganjar pranowoerick thohir,Positive,jangan
2578,2023-03-10,2416927724.0,177198,Jawa Timur,partai amanat nasional menyiratkan nama calon presiden dan calon wakil presiden yang akan diusung pada pemilihan presiden melalui pantunganjarpranowoerick thohir,Positive,jo pasti ora dikabulkanpresiden ke itu tahun berapa kirakira mungkin sudah jadi fosil batu
2583,2023-03-10,306615832.0,3246,,terbaik emang ini calon presiden indonesia jaeyong jaya jaya jaya jeff last ghibli agnes purel senin hyperline,Positive,mari kita kebalikan kewarasan melalui
2592,2023-03-10,306615832.0,1747,,alhamdulillah klo pan milih pak ganjar sbg next presiden semakin gue gak resfect sama pan,Positive,pemimpin cerdas jujur bersih
2594,2023-03-10,3142947758.0,28310,"Gunung Kembar, Indonesia",ketua umum pan zulkifli hasan memberikan dukungan kepada ganjarerick untuk mengusung sebagai capres dan cawapres pada pemilu zulhas menyampaikan hal itu didepan presiden joko widodo dan peserta kader pan,Positive,memang untuk urusan tata kata gak perlu diragukan lagi dukung ke
2595,2023-03-10,88352716.0,28310,"Gunung Kembar, Indonesia",kode keras ini saat acara pembukaan rapat koordinasi nasional pemenangan pemilu partai amanat nasional pan presiden jokowi sepertinya memberi kode keras unt ganjarerick sebagai caprescawapres nanti nich,Positive,pks mendeklarasikan sebagai bakal calon ketua majelis syura pks itu mengatakan ia telah membuat keputusan partainya bakal mendukung sebagai bakal calon dalam pemilu
2596,2023-03-10,30617522.0,1670,"Bojonggede, Indonesia",mantap banget emang pak ganjar yang direstui pak jokowi untuk menjadi presiden ri ke semoga ini akan menjadi semakin memudahkan langkah pak ganjar menuju pemilihan presiden tahun nanti,Positive,etnis tionghoa dukung jadi simpatisan ini ungkap alasannya
2600,2023-03-10,567132989.0,129406,"Medan Baru, Indonesia",ketua umum dpp pan zulkifli hasanmenyodorkan nama gubernur jatengganjar pranowodan menteri bumnerick thohirke presidenjokowi saat pidato pada rapat koordinasi nasional pemenangan pemilu amp workshop di kota semarang jateng,Positive,aamiin harus berani pilih pasukan bersih pasukan bersih hasil dari nurani pak yg bersih dulu jangan harap pasukan tidak cheating jika pemimpinnya pembohong
2603,2023-03-10,3230513774.0,17414,Jakarta,anies prabowo puanganjar itu kalau mau jadi presiden daftar dulu ke kpu kalau sudah bilang presiden itu namanya halu,Positive,inilah mengapa aniesahy layak jadi dan wakil indonesia di ahy
2605,2023-03-10,57261519.0,37473,Indonesia,indonesia membutuhkan kesinambungan sustainabaility pembangunan dukung prabowo ganjar sebagai presiden dan wakil presiden,Positive,pks berjuang untuk bisa memutuskan sebagai calon di pemilu bagaimana ceritanya saksikan hanya di youtube metrotvnews sejahtera
2607,2023-03-10,21287066.0,3888,Urip Kuwi Urup,presiden menduga pan mengadakan rakernas di ibu kota jawa tengah itu dalam rangka mendekati gubernur jateng ganjar pranowo turu hadir menteri bumn erick thohir yang juga hadir dalam acara tersebut untuk diusung sebagai calon presiden pada pemilu,Negative,pks jember pilih khofifah jadi cawapres pks jember jawa timur memilih khofifah indar parawansa menjadi kandidat wakil untuk mendampingi dalam pemilu via
2608,2023-03-10,306615832.0,7633,Klaten,setelah tersirat pasti tersurat partai amanat nasional menyiratkan nama calon presiden dan calon wakil presiden yang akan diusung pada pemilihan presiden melalui pantunganjarpranowoerick thohir,Positive,bangga pemimpin kebanggaan indonesia dihormati di dunia internasional
2610,2023-03-10,3158832157.0,15445,,partai amanat nasional menyiratkan nama calon presiden dan calon wakil presiden yang akan diusung pada pemilihan presiden melalui pantun ganjar pranowoerick thohir,Positive,mendekati si ruhut tua bangka semakin ketakutan
2611,2023-03-10,306615832.0,103,,ribuat petani tembakau dukung penuh ganjar presiden last ghibli  marnie eeeee,Positive,pemimpin level internasional kebanggaan indonesia
2613,2023-03-10,30617522.0,1473,"Beji, Indonesia",manteplah pak presiden jokowi merestui pak ganjar pranowo sebagai capres,Positive,anggap seperti barack obama eks kader pdip jatuhkan pilihan dukung jadi di
2623,2023-03-09,263721978.0,116160,Indonesia,amien rais mengaku khawatir bila ganjar pranowo terpilih sebagai presiden di dia berbahaya benar mbah ganjar sangat berbahaya bagi para antek mamarika dan maling harta negara,Negative,ntar itu di eksekusi ya
2625,2023-03-09,118413924.0,9573,"Denpasar Selatan, Indonesia",ini baru betulmmng pak ganjar cocok jadi next presiden di thn,Positive,wkwkwk takut ya takut ya takut biar gue tambahin takut loe pade dah gue bilangin ye lu pada ngakuinkan bawah sadar lu punya kemampuan memimpin daripada para junjungan lu lu sebenarnya akui kan potensial takut ya takut tatut
2626,2023-03-09,118413924.0,26159,Indonesia,pada acara rakornas ketua pan sodorkan nama ganjar dan erick kepada presiden jokowi dukungan dari pan kepada ganjar pranowo dan erick thohir untuk maju sebagai pasangan capres dan cawapres di pilpres mendatang,Positive,chotimah wkwkwk takut ya takut ya takut biar gue tambahin takut loe pade dah gue bilangin ye lu pada ngakuinkan bawah sadar lu punya kemampuan memimpin daripada para junjungan lu lu sebenarnya akui kan potensial takut ya takut tatut
2637,2023-03-09,306615832.0,92,Sumatera Selatan ,ganjar siap maju sebagai calon presiden,Positive,sangat membanggakan pemimpin level internasional kebanggaan indonesia
2652,2023-03-09,306615832.0,14319,,sahabat ganjar deruan dukungan untuk ganjar pranowo supaya menjadi presiden indonesia diperiode kembali menggema di jawa barat pada kesempatan ini ratusan warga menyampaikan aspirasi dukungannya dalam kegiatan pelatihan bulu tangkis dari sahabat ganjar di kecamatan,Positive,mari dukung untuk indonesia bersatu aman damai dan maju
2653,2023-03-09,306615832.0,276,,pemilih jokowi dukung ganjar jadi presiden fuju rafael kuda pengacara worst ghibli agnes nikah mario malam minggu risih bts streaming battle better treatment for irene kim minjeong,Negative,asmara siapa yang ingin indonesia aman damai maju tanpa buzzer kang hoax dan pemecah belah dukung
2654,2023-03-09,517537588.0,479,,nkri akan berbahaya klo jokowi terpilih jd presiden berbahaya klo ganjar terpilih presiden apa amin rais mau bilang jg jd akan berbahaya klo gibran jd presiden,Negative,jadikan ke
2669,2023-03-09,306615832.0,262,Indonesia,assalamualaikum para santri dukung ganjar kali ini dalam sesi jumat berkah para santri berbagi kepada masyarakat,Positive,pemimpin kebangaan indonesia
2680,2023-03-09,73927386.0,14033,Surabaya ,pasangan ganjar dan merupakan gabungan pemimpin dari dalam dan luar jawa sehingga menjadi duet yg paling potensial utk pilpres dan duet yg dianggap sebagai representasi penerus pembangunan yg dilakukan oleh presiden jokowi,Positive,dukung untuk jadi australia
2681,2023-03-09,3158832157.0,17007,,pengamat politik dari lingkar madani indonesia ray rangkuti berpandangan kandidat duet calon presidencalon wakil presiden ganjar pranowo dan erick thohir paling berpotensi menghimpun suara dari masyarakat pada pemilu,Negative,nama terus mengharum dan tetap dihati rakyat indonesia menjadi
2682,2023-03-09,2385926900.0,3973,Depok Jawa Barat,pengamat politik dari lingkar madani indonesia ray rangkuti berpandangan kandidat duet calon presiden ganjar pranowo dan calon wakil presiden erick thohir paling berpotensi untuk menghimpun suara dari masyarakat atau laku di pasar pemilu,Positive,survei hari ke di daerah gue dari ibu petani amp teman perusahaan kebetulan tetangga gue ada kader nasdem amp pks anggota dewan pilihannya hanya vs hasilnya tidak ada pun yg memilih fix jatim dukung bagaimana daerah kalian
2683,2023-03-09,213498679.0,724,"Cikarang, Indonesia",padila bismillah semoga sukses pak ganjar for the next presiden,Positive,iya dah iya yang penting situ senang saya ikut senang selamat buat pak sudah diwawancarai abc primetime tp kl tunggu dulu masih kepagian calon yg lain pada belom nonggol masih pada nunggu calon yg nkri eksekutor bukan narator
2685,2023-03-09,109149190.0,2880,,kereeeeen pak kami tau bapak org cerdas jujur bersih tulus amanah insya allah maju presiden kami sangat percaya bapak pekerja keras sehat sll pak ganjar,Positive,dewan pimpinan wilayah dpw partai nasdem provinsi papua barat berkomitmen memenangkan bakal calon bacapres usungan partai nasdem rasyid menjadi republik indonesia di pemilu mendatang
2687,2023-03-09,2595931891.0,37265,"Medan Kota, Indonesia",pengamat politik lingkar madani indonesia ray rangkuti menilai jika ganjar pranowo menjadi calon presiden dan erick thohir menjadi calon wakil presiden pasangan duet ini berpotensi laku di pasar pemilu,Positive,chantika yom for
2692,2023-03-09,382566085.0,1672978,,demi ganjar jadi presiden di relawan terus kuatkan pondasi dukungan,Positive,marm mungkin kalo jadi jateng akan di bangun sumur resapan dan orang jateng akan bangga karena nya orang jawa tulen bikin tugu sepatu bambu peti mati kelebihan bayar dll ayo pilih ke
2693,2023-03-09,306615832.0,303,,jumat berbagi berkah kepada madrasah diniyah hidayatul mubtadin kabupaten trenggalek,Positive,bersama rakyat dan para ulama mari bersatu lawan oligarki selamatkan indonesia
2695,2023-03-09,306615832.0,59,"Kota Kupang, NTT",zumba valentine party pranowo,Positive,bangga kalau indonesia dipimpin pemimpin seperti ini cerdas jujur dihormati dunia internasional saatnya indonesia maju
2698,2023-03-08,1052339653.0,180,"Sumatera Utara, Indonesia",hi bestie dokumentasi kegiatan srikandi ganjar sumut berkolaborasi bersama sanggar senam cici fitnes dengan kegiatan fun healthy zumba,Positive,kunjungan ke sejumlah negara menaikkan wibawa bangsa insyaa allah thn
2700,2023-03-08,89575980.0,1422,Bandung ,dari hasil survei elektabilitas calon presiden pak ganjar menjadi nomor satu mendapat makin mantap yaa pak ganjar,Positive,bertemu di sampang lebih ulama madura siap menangkan
2701,2023-03-08,89575980.0,180,"Sumatera Utara, Indonesia",hi bestie dokumentasi srikandi ganjar sumut dalam kegiatan eksplor diri belajar acting bersama teater dharmateta,Negative,empat pernyataan sikap ulama madura dukung
2709,2023-03-08,428008436.0,1389,"Tanah Abang, Indonesia",saya yakin bila pak ganjar pranowo maju di pilpres akan menang dan menjadi presiden ri,Positive,samosir pak kharismatik beliau apa adanyaaku akan pilih beliau jadi indonesia insya allah
2741,2023-03-08,55507370.0,232,,kegiatan canvasing mak ganjar sumsel berbagi kebaikan di daerah banyuasin,Positive,jaringan relawan nasional menggelar deklarasi dan dukungan kepada sebagai calon pilihan pada pilpres tahun mendatang simak berita selengkapnya di politik
2746,2023-03-08,46693036.0,744,Depok,kawal pak ganjar menjadi presiden indonesia tahun bogor bekasi david exo is exoing cs bca agnes lisa pesan kampus karawang congratulations bts taeyeon dandy jeno to milano pejabat naevis haechan lee thank you soobin rabu abu,Positive,pengamat politik universitas al azhar indonesia ujang komarudin menilai sangat mungkin bakal calon wakil bawacapres pendamping pada pilpres berasal dari luar partai pengusung yang tergabung dalam koalisi perubahan yaitu
2749,2023-03-08,3307264735.0,1389,"Tanah Abang, Indonesia",semoga dengan selalu unggulnya elektabilitas pak ganjar pranowo bisa membawa beliau untuk maju di pilpres dan menjadi presiden ri ke,Positive,waras love mr amin ya robbal alamin
