,Date,User ID,Tweet,label,paslon,Clean
2106,2023-03-17,99684750.0,anies baswedan presiden indonesia,Negative,anies,
2107,2023-03-17,30766806.0,anies baswedan presiden ri,Negative,anies,
2109,2023-03-17,68930552.0,partai demokrat menilai ahy masih kandidat yang pas mendampingi bakal calon presiden anies baswedan pada pilpres,Positive,anies,partai demokrat menilai ahy masih kandidat yang pas mendampingi bakal pada
2110,2023-03-17,2279797170.0,kita dukung anies agar terpilih sebagai presiden ri ke,Positive,anies,kita dukung agar terpilih sebagai ke
2117,2023-03-17,18129942.0,anies baswedan membantah dirinya disebut mencuri start kampanye untuk pemilihan presiden,Negative,anies,membantah dirinya disebut mencuri start kampanye untuk pemilihan
2119,2023-03-17,107319980.0,mengapa memilih anies baswedan sebagai presiden indonesia ini dia alasannya,Negative,anies,mengapa memilih sebagai ini dia alasannya
2125,2023-03-17,72004620.0,saya yakin anies terpilih jadi presiden indonesia ke,Positive,anies,saya yakin terpilih jadi ke
2128,2023-03-17,474746759.0,bisa jadi alloh akan memuliakan anies jd presiden kalau kebkaran sudah pasti karena ijin alloh kalau  salahkan bisa jd karena ijin kakak pembina,Negative,anies,bisa jadi alloh akan memuliakan kalau kebkaran sudah pasti karena ijin alloh kalau salahkan bisa karena ijin kakak pembina
2133,2023-03-17,552523769.0,muhaimin ragu anies baswedan maju sebagai calon presiden,Negative,anies,muhaimin ragu maju sebagai
2136,2023-03-16,626156275.0,lha itu kan hanya kelakuan segelintir warga jatim yang tidak ingin anies menang di jatim ketakutan mereka akan kekalahan semakin terlihat jelas sementara jutaan warga jatim lainnya banyak yang mendukung sebagai presiden di,Positive,anies,lha itu kan hanya kelakuan segelintir warga jatim yang tidak ingin menang di jatim ketakutan mereka akan kekalahan semakin terlihat jelas sementara jutaan warga jatim lainnya banyak yang mendukung sebagai di
2141,2023-03-16,397106910.0,kasihan ni buzzer gw liat yg komen isinya buzzer semua yg notabene bukan org jawa timur xixixixi saking takut nya jadi pengangguran kalo anies jadi presiden mata pencaharian ngebuzzer hilang ya,Negative,anies,kasihan buzzer liat komen isinya buzzer semua notabene bukan jawa timur xixixixi saking takut jadi pengangguran jadi mata pencaharian ngebuzzer hilang
2148,2023-03-16,269120479.0,ana pak anies insyaallah presiden aamiin,Positive,anies,ana pak insyaallah aamiin
2157,2023-03-16,101783417.0,anies pasti presiden,Positive,anies,pasti
2160,2023-03-16,306615832.0,pemimpin cerdas jujur dan tidak baperan anies presiden ri,Positive,anies,pemimpin cerdas jujur dan tidak baperan
2162,2023-03-16,101783417.0,anies pasti presiden,Positive,anies,pasti
2178,2023-03-16,30766806.0,anies baswedan pilihan tepat utk presiden ri sakseis jakarta utk endonesah,Negative,anies,pilihan tepat sakseis jakarta endonesah
2190,2023-03-15,46693036.0,barisan mudamudi tergabung dalam sohib aniesahy mendeklarasikan pasangan ideal anies baswedan dan agus harimurti yudhoyono ahy untuk pemilihan presiden pilpres anies baswedan sebagai gubernur dki jakarta periode dan ahy sebagai,Positive,anies,barisan mudamudi tergabung dalam sohib aniesahy mendeklarasikan pasangan ideal dan agus harimurti yudhoyono ahy untuk pemilihan sebagai gubernur dki jakarta periode dan ahy sebagai
2197,2023-03-15,3061150290.0,rakyat sdh rindu memiliki pemimpin seperti pak aniessmg pak anies presiden,Positive,anies,rakyat rindu memiliki pemimpin seperti pak aniessmg pak
2198,2023-03-15,2891652854.0,sy sehat jasmaniamprohani tp mikir dl hrs pilih siapa presiden biarpun sy sehat blm tentu milih anies,Positive,anies,sehat jasmaniamprohani mikir dl pilih siapa biarpun sehat tentu milih
2209,2023-03-15,30766806.0,anies baswedan for presiden,Negative,anies,for
2210,2023-03-15,228935841.0,ganzo ralat saat ini presiden jokowi adalah presiden yang menjabat sebagai presiden ke ri berarti anies menjadi presiden ke akan menunggu tahun  tahun lagi,Negative,anies,ganzo ralat saat ini jokowi adalah yang menjabat sebagai ke berarti menjadi ke akan menunggu tahun tahun lagi
2211,2023-03-15,228935841.0,ganzo saat ini presiden jokowi adalah presiden yang menjabat sebagai presiden ke ri berarti anies menjadi presiden ke akan menunggu tahun  tahun lagi,Negative,anies,ganzo saat ini jokowi adalah yang menjabat sebagai ke berarti menjadi ke akan menunggu tahun tahun lagi
2212,2023-03-15,330865816.0,klo melihat petinggi kelakuannya kaya begini gak pada bermartabat membuat semakin mantab besuk pilih anies rasyid baswedan jadi presiden ri biidznillah,Positive,anies,klo melihat petinggi kelakuannya kaya begini pada bermartabat membuat semakin mantab besuk pilih rasyid jadi biidznillah
2214,2023-03-15,2893917372.0,nanti saja pak saat pak anies baswedan menjadi presiden sikat habis para koruptor iblis yang berbentuk manusia,Negative,anies,nanti saja pak saat pak menjadi sikat habis para koruptor iblis yang berbentuk manusia
2216,2023-03-15,306615832.0,anies pemimpin yang diharapkan rakyat presiden ri,Positive,anies,pemimpin yang diharapkan rakyat
2222,2023-03-15,558873806.0,anies rasyid baswedan presiden insya allah,Positive,anies,rasyid insya allah
2228,2023-03-15,158223726.0,istri saya thn jadi honorer gaji pertama dulu tahun rb sekarng di zaman pak jokowi masuk pk terimakasih pak jokowi semoga pak anies jadi presiden,Positive,anies,istri saya thn jadi honorer gaji pertama dulu tahun rb sekarng di zaman pak jokowi masuk terimakasih pak jokowi semoga pak jadi
2240,2023-03-15,228935841.0,asmara dukung anies utk presiden ke,Positive,anies,asmara dukung ke
2262,2023-03-14,213799922.0,bukan ganjar apalagi anies abu janda yakin prabowo bakal jadi presiden kalau meleset bakalg,Negative,anies,bukan apalagi abu janda yakin bakal jadi kalau meleset bakalg
2280,2023-03-14,81386247.0,enggak laku bonghanya koruptor dan maling yg mau menyerahkan negara ini dipimpin org bodoh anies rb presiden ri th semoga,Positive,anies,enggak laku bonghanya koruptor dan maling mau menyerahkan negara ini dipimpin bodoh rb th semoga
2289,2023-03-14,86311144.0,wkkww gini nih kalau ngetweet nafsu  denger briefing kakak pembina dulu pt bgr itu bumn anak buah erick tohir pas anies dia  dipake heru gubernur langsung diangkat dirut transjakartag tau titipan siapa apa jangan lo ngira anies udah presiden ysabar jangan kudeta,Positive,anies,wkkww kalau ngetweet nafsu denger briefing kakak pembina dulu pt bgr itu bumn anak buah erick tohir pas dia dipake heru gubernur langsung diangkat dirut transjakartag titipan siapa apa jangan lo ngira udah ysabar jangan kudeta
2292,2023-03-14,1415417323.0,samosir go pak anies presiden,Negative,anies,samosir go pak
2312,2023-03-14,3329869879.0,iya dehhpak anies kalah terus di surveykarna pak anies bukan presiden berdasar survey tapi dalam realita dan fakta nya nanti di,Positive,anies,iya dehhpak kalah terus di surveykarna pak bukan berdasar tapi dalam realita dan fakta nanti di
2313,2023-03-14,88420786.0,koreksi bang anies baswedan presiden ri thn,Negative,anies,koreksi bang thn
2316,2023-03-14,352858952.0,deg deg degkan partai berani memberikan keputusan calon presiden bpk anies baswedan tapi partai besar katanya berkuasa belum ada nyali kok sakit jantungnya buzerrp kambuh katanya gara pak anies di lamar partai jadi calon presiden ini,Positive,anies,deg deg degkan partai berani memberikan keputusan bpk tapi partai besar katanya berkuasa belum ada nyali kok sakit jantungnya buzerrp kambuh katanya gara pak di lamar partai jadi ini
2317,2023-03-14,97694002.0,keadilan jangan lupa sekalian tandain gw ya drun kalo anies jadi presiden ke,Positive,anies,keadilan jangan lupa sekalian tandain drun jadi ke
2318,2023-03-14,180112404.0,dari yg beredar sekrng bagi saya tak ada yg benar qualified jadi presiden tapi kalo nanti pilihannya tetap itu saja ya pilihlah yg paling sedikit cacadnya atau golput saya belum putuskan pilih anies karena nurut saya terlalu lunak kalo prabowo terlalu tua ganjar big no,Positive,anies,dari beredar sekrng bagi saya tak ada benar qualified jadi tapi nanti pilihannya tetap itu saja pilihlah paling sedikit cacadnya atau golput saya belum putuskan pilih karena nurut saya terlalu lunak terlalu tua big no
2331,2023-03-14,111813142.0,chotimah jis akan jadi tempat pertandingan tingkat dunia setelah anies presiden nanti,Negative,anies,chotimah jis akan jadi tempat pertandingan tingkat dunia setelah nanti
2334,2023-03-14,1913859108.0,yang penting jangan sampai tiga periode ya pak anies presiden,Positive,anies,yang penting jangan sampai tiga periode pak
2343,2023-03-13,89575980.0,ketua mui kuningan nilai anies baswedan layak jadi presiden,Positive,anies,ketua mui kuningan nilai layak jadi
2344,2023-03-13,141001653.0,ini orang masih aja bahas anies presiden ri baiknya saran gue lu fokus ma partai lu jgn sampe cuma jd partai seputaran ibukota aja,Positive,anies,ini orang masih bahas baiknya saran gue lu fokus partai lu jgn sampe cuma partai seputaran ibukota
2347,2023-03-13,198888246.0,ps menang tp jkw yg jd presiden ps ga menang dan anies presiden aamiiiin,Negative,anies,ps menang jkw ps menang dan aamiiiin
2349,2023-03-13,756374106.0,bening lagi asmara anies didu saewad idha sir,Positive,anies,bening lagi asmara didu saewad idha sir
2350,2023-03-13,115413148.0,dulu ahok pecahan jokowi alhamdulillah pak anies bisa menang dengan survei berbagai macam lsm yg memenangkan ahok segala macam cara untuk memenangkan ahok mudah mudahan dengan di usung partai sdh melewati kuotadgn bismillah lanjutkan for presiden aamiin,Positive,anies,dulu ahok pecahan jokowi alhamdulillah pak bisa menang dengan berbagai macam lsm memenangkan ahok segala macam cara untuk memenangkan ahok mudah mudahan dengan di usung partai melewati kuotadgn bismillah lanjutkan for aamiin
2352,2023-03-13,756374106.0,tim hore mana nih asmara anies didu saewad idha sir,Positive,anies,tim hore mana asmara didu saewad idha sir
2355,2023-03-13,527330536.0,jika cuma wakil lebih baik tdk maju dlm kontestasi pilpres itu akan lebih elegan beliau bisa jadi faktor penentu kemenangan bagi yg didukung jika maju sbg presiden pesaing kuat cuma anies,Positive,anies,jika cuma wakil lebih baik maju kontestasi itu akan lebih elegan beliau bisa jadi faktor penentu kemenangan bagi didukung jika maju sbg pesaing kuat cuma
2356,2023-03-13,2845806630.0,ngomong gitu agar memunculkan klu kader nya yg saat ini bermasalah dgn hukum adalah perbuatan presiden atau partai pdip krn nasdem saat ini medukung anies jd presiden di agar kesan nya mereka jd korban pemerintahan saat ini demi mencari perhatian rakyat untuk capres mereka,Positive,anies,gitu agar memunculkan klu kader saat ini bermasalah hukum adalah perbuatan atau partai pdip nasdem saat ini medukung di agar kesan mereka korban pemerintahan saat ini demi mencari perhatian rakyat untuk capres mereka
2362,2023-03-13,103832104.0,siapa calon presiden yang anda jagokan anis matta ahok muhaimin prabowo ganjar sandi uno puan ahy anies,Positive,anies,siapa yang anda jagokan matta ahok muhaimin sandi uno puan ahy
2365,2023-03-13,68930552.0,ketua umum partai demokrat agus harimurti yudhoyono ahy didorong menjadi bakal calon wakil presiden untuk mendampingi anies rasyid baswedan peda pemilihan presiden pilpres,Positive,anies,ketua umum partai demokrat agus harimurti yudhoyono ahy didorong menjadi bakal wakil untuk mendampingi rasyid peda pemilihan
2367,2023-03-13,118646322.0,koalisi perubahan berencana mendeklarasikan anies baswedan sebagai bakal calon presiden capres usungan untuk pilpres sebelum ramadan atau bulan puasa,Negative,anies,koalisi perubahan berencana mendeklarasikan sebagai bakal capres usungan untuk sebelum ramadan atau bulan puasa
2371,2023-03-13,118646322.0,anies baswedan siap mendeklarasikan kepatuhan bayar pajak sebelum maju dalam kontestasi pemilihan presiden atau pilpres,Positive,anies,siap mendeklarasikan kepatuhan bayar pajak sebelum maju dalam kontestasi pemilihan atau
2381,2023-03-13,306615832.0,pemimpin yang lahir di indonesia jiwa raganya indonesia asli merah putih darahnya siap membawa indonesia maju damai adil dan makmur mari bersama rakyat dukung anies baswedan presiden ri,Positive,anies,pemimpin yang lahir di jiwa raganya asli merah putih darahnya siap membawa maju damai adil dan makmur mari bersama rakyat dukung
2384,2023-03-13,543930551.0,anies for presiden,Negative,anies,for
2388,2023-03-13,702091153.0,kirain  strata beneran gak taunya bukan pantaslah dukung anies baswedan presiden ri,Negative,anies,kirain strata beneran taunya bukan pantaslah dukung
2393,2023-03-13,348667435.0,mantan politikus psi surya tjandra mengatakan ada beberapa alasan mengapa dirinya mendukung anies baswedan menjadi presiden indonesia di salah nya yakni karena kinerjanya,Positive,anies,mantan politikus psi surya tjandra mengatakan ada beberapa alasan mengapa dirinya mendukung menjadi di salah yakni karena kinerjanya
2394,2023-03-13,2887214641.0,mantan politikus psi surya tjandra mengatakan ada beberapa alasan mengapa dirinya mendukung anies baswedan menjadi presiden indonesia di salah nya yakni karena kinerjanya,Positive,anies,mantan politikus psi surya tjandra mengatakan ada beberapa alasan mengapa dirinya mendukung menjadi di salah yakni karena kinerjanya
2396,2023-03-13,619633070.0,pks menang anies presiden,Positive,anies,pks menang
2401,2023-03-13,183335975.0,padangtegas dan terang benderang taslim ketua partai ummat sumbar mendukung anies baswedan jadi capres pada pemilu presiden februari tak hanya itu ketua dewan perwakilan wilayah partai ummat partai ummat sumbar  taslim chaniago pun telah ,Positive,anies,padangtegas dan terang benderang taslim ketua partai ummat sumbar mendukung jadi capres pada februari tak hanya itu ketua dewan perwakilan wilayah partai ummat partai ummat sumbar taslim chaniago pun telah
2403,2023-03-13,2558197662.0,sambut pemilu dengan riang gembira sekretariat bersama sekber anies simpul relawan lampung hari ini resmi di bentuk bertekad bersatu bergerak menangkan anies presiden ri,Positive,anies,sambut dengan riang gembira sekretariat bersama sekber simpul relawan lampung hari ini resmi di bentuk bertekad bersatu bergerak menangkan
2404,2023-03-13,518191393.0,benzema soalnya jangan sampai anies jadi presiden bisa habis pejabat rezimnow yg menyalah gunakan kekuasaan amp wewenang untuk di kirim ke penjara,Negative,anies,benzema soalnya jangan sampai jadi bisa habis pejabat rezimnow menyalah gunakan kekuasaan wewenang untuk di kirim ke penjara
2405,2023-03-13,67553993.0,kami berjuang buat beliaudan kami di tinggal nyemplung kolam insya alloh anies presiden,Negative,anies,kami berjuang buat beliaudan kami di tinggal nyemplung kolam insya alloh
2407,2023-03-13,2718336037.0,asmara mas anies baswedan mah orang kuningan kata masyarakat kuningan wes wayahna dari gubernur dki jakarta tahun depan presiden ri semoga allah swt meridhoi dan kami warga kuningan akan mendukung kang anies menjadi presiden di,Positive,anies,asmara mas mah orang kuningan kata masyarakat kuningan wes wayahna dari gubernur dki jakarta tahun depan semoga allah swt meridhoi dan kami warga kuningan akan mendukung kang menjadi di
2413,2023-03-13,67553993.0,kami berjuang demi beliau dan kami di tinggal nyemplung kolam insya alloh anies presiden,Negative,anies,kami berjuang demi beliau dan kami di tinggal nyemplung kolam insya alloh
2414,2023-03-13,118243421.0,mata loe buta ya selama dipimpin jkw dan pdip negeri ini nyungsep koruptor merajalela pejabatnya saling pamer kekayaan harga serba mahal anies baswedan presiden,Positive,anies,mata loe buta selama dipimpin jkw dan pdip negeri ini nyungsep koruptor merajalela pejabatnya saling pamer kekayaan harga serba mahal
2416,2023-03-12,390210815.0,bodo amat ente mau omong apa yg penting anies presiden ri,Negative,anies,bodo amat ente mau omong apa penting
2440,2023-03-12,1511042202.0,jsp adjem bedah anies presiden presiden indonesia tahun  hadapantahun depan,Negative,anies,jsp adjem bedah tahun hadapantahun depan
2445,2023-03-12,306615832.0,orang orang cerdas dan waras merapat ke anies mari lawan oligarki selamatkan indonesia anies presiden ri,Positive,anies,orang orang cerdas dan waras merapat ke mari lawan oligarki selamatkan
2453,2023-03-12,384190172.0,masyarakat kendal jateng mendeklarasikan diri sbg relawan anies utk memenangkan mas di jateng sbg presiden ri yuk bersatu amp berjuang brsm utk mas anies di pilpres sir relawan,Positive,anies,masyarakat kendal jateng mendeklarasikan diri sbg relawan memenangkan mas di jateng sbg yuk bersatu berjuang brsm mas di sir relawan
2456,2023-03-12,1221456512.0,siapa calon presiden yang anda jagokan anis matta ahok muhaimin prabowo ganjar sandi uno puan ahy anies,Positive,anies,siapa yang anda jagokan matta ahok muhaimin sandi uno puan ahy
2463,2023-03-12,306615832.0,anies pemimpin yang benar benar dekat dengan rakyat presiden ri,Positive,anies,pemimpin yang benar benar dekat dengan rakyat
2468,2023-03-12,90832506.0,penilaian positif tersebut justru disampaikan oleh kubu lawan politik prabowo dan ganjar yakni ketua umum partai nasdem surya paloh yang telah mengusung anies baswedan sebagai bakal calon presiden pada pertarungan pilpres,Positive,anies,penilaian positif tersebut justru disampaikan oleh kubu lawan politik dan yakni ketua umum partai nasdem surya paloh yang telah mengusung sebagai bakal pada pertarungan
2469,2023-03-12,306615832.0,mari seluruh indonesia bersatu dukung anies lawan oligarki selamatkan indonesia jangan biarkan orang baik berjuang sendiri anies presiden ri,Negative,anies,mari seluruh bersatu dukung lawan oligarki selamatkan jangan biarkan orang baik berjuang sendiri
2470,2023-03-12,306615832.0,pemimpin yang benar benar merakyat dekat dengan rakyat tanpa polesan tanpa setingan tanpa sutradara anies presiden ri,Positive,anies,pemimpin yang benar benar merakyat dekat dengan rakyat tanpa polesan tanpa setingan tanpa sutradara
2473,2023-03-12,631705596.0,sabar tong ntar kalo anies jadi presiden ke komisaris pertamina jatah ente,Positive,anies,sabar tong ntar jadi ke komisaris pertamina jatah ente
2481,2023-03-12,306615832.0,masya alloh rakyat begitu merindukan pemimpin yang cerdas jujur benar benar pro rakyat bukan polesan anies presiden ri,Positive,anies,masya alloh rakyat begitu merindukan pemimpin yang cerdas jujur benar benar pro rakyat bukan polesan
2482,2023-03-12,306615832.0,anies pemimpin yang dicintai rakyat presiden ri,Positive,anies,pemimpin yang dicintai rakyat
2491,2023-03-12,306615832.0,pulang kampung ke kota kelahiran anies pemimpin merakyat presiden ri,Positive,anies,pulang kampung ke kota kelahiran pemimpin merakyat
2494,2023-03-12,732527053.0,siap dukung anies presiden namun tetap hormat buat bapak bangsa yang tulus mengabdi untuk indonesia bapak,Positive,anies,siap dukung namun tetap hormat buat bapak bangsa yang tulus mengabdi untuk bapak
2503,2023-03-12,2558197662.0,sambut pemilu dengan riang gembira keren ini relawan aliansi nasional indonesia sejahtera mengajak seluruh masyarakat memilih presiden ri dengan hati senang yuk saiki ojo sikut sikutan ojo nesu nesunan ojo musuhan pilih wae anies baswedan sir,Positive,anies,sambut dengan riang gembira keren ini relawan aliansi nasional sejahtera mengajak seluruh masyarakat memilih dengan hati senang yuk saiki ojo sikut sikutan ojo nesu nesunan ojo musuhan pilih wae sir
2504,2023-03-11,546753355.0,beginilah jika orang baik ingin berbakti tampak jelas di negeri kita orang baik selalu dimusuhi setelahnya baru mengeluh dan menyesal saya percaya anies orang baik maka makin kuat hasrat saya dan keluarga untuk memilih pak anies presiden nanti,Positive,anies,beginilah jika orang baik ingin berbakti tampak jelas di negeri kita orang baik selalu dimusuhi setelahnya baru mengeluh dan menyesal saya percaya orang baik maka makin kuat hasrat saya dan keluarga untuk memilih pak nanti
2505,2023-03-11,86311144.0,wow wow wow sungguh tolol bpn dibawah menteri atr menteri atr anak buah anies jangan kudeta lah presiden ri masih jokowi sabar  om,Positive,anies,wow wow wow sungguh tolol bpn dibawah menteri atr menteri atr anak buah jangan kudeta lah masih jokowi sabar om
2513,2023-03-11,67553993.0,kami berjuang buat beliaudan kamipun di tinggal nyemplung kolam insya alloh anies presidenaamiin,Negative,anies,kami berjuang buat beliaudan kamipun di tinggal nyemplung kolam insya alloh presidenaamiin
2517,2023-03-11,384190172.0,ujung dr ikhtiar kita utk memenangkan mas adalah dgn mengetuk pintu langit spt yg dilakukan tmnx sekber jateng aamiin kan setiap doa yg terbaik utk mas anies agar terpilih jd presiden ri di aamiin sir relawan,Positive,anies,ujung ikhtiar kita memenangkan mas adalah mengetuk pintu langit dilakukan tmnx sekber jateng aamiin kan setiap doa terbaik mas agar terpilih di aamiin sir relawan
2527,2023-03-11,2902387842.0,siap om sy dukung anies jd presiden sudan,Positive,anies,siap om dukung sudan
2535,2023-03-11,1632918924.0,puluhan simpul relawan anies di riau nyatakan dukung aniesahy sebagai calon presiden dan wakil presiden di pilpres,Positive,anies,puluhan simpul relawan di riau nyatakan dukung aniesahy sebagai dan wakil di
2536,2023-03-11,389908502.0,ada yg tdk kalah penting dg elektabilitas yaitu brdoa kpd allah yg maha menentukan al hakam maha memberi kesejahteraan assalaam kita boleh brharap kbaikan  indonesia kpd tp tetap wajib berdoa kpd allah almujiib agar dikabulkan,Positive,anies,ada kalah penting elektabilitas yaitu brdoa kpd allah maha menentukan al hakam maha memberi kesejahteraan assalaam kita boleh brharap kbaikan kpd tetap wajib berdoa kpd allah almujiib agar dikabulkan
2538,2023-03-11,847093111.0,ak semua presiden sesuai dgn jamannya jamannya anies baswedan,Negative,anies,ak semua sesuai jamannya jamannya
2540,2023-03-11,1153424046.0,tenang aja survey anies paling bontot dan tren negatif tapi jangan lupa utk selalu degradasi anies kan gak enak kalau anies baswedan presiden ri,Negative,anies,tenang paling bontot dan tren negatif tapi jangan lupa selalu degradasi kan enak kalau
2541,2023-03-11,221197073.0,chotimah doa gw yg bagus aja nul kan perintahnya begitu semoga allah swt memudahkan anies jadi presiden ri semoga allah swt memudahkan den jadi presiden perkumpulan konten kreator indonesia amiin mudahan terkabulkan,Positive,anies,chotimah doa bagus nul kan perintahnya begitu semoga allah swt memudahkan jadi semoga allah swt memudahkan den jadi perkumpulan konten kreator amiin mudahan terkabulkan
2545,2023-03-11,306615832.0,sangat bangga ada pemimpin indonesia dihormati di dunia internasional cerdas jujur berwibawa anies presiden ri,Positive,anies,sangat bangga ada pemimpin dihormati di dunia internasional cerdas jujur berwibawa
2560,2023-03-11,306615832.0,dekat dengan rakyat dekat dengan ulama anies presiden ri,Negative,anies,dekat dengan rakyat dekat dengan ulama
2562,2023-03-11,306615832.0,pemimpin kelas internasional siapa anak bangsa yang tidak bangga anies pemimpin cerdas jujur dihormati dunia intrenasional presiden ri,Positive,anies,pemimpin kelas internasional siapa anak bangsa yang tidak bangga pemimpin cerdas jujur dihormati dunia intrenasional
2575,2023-03-10,1153424046.0,jangan anies presiden ri,Negative,anies,jangan
2578,2023-03-10,2416927724.0,jo pasti ora dikabulkanpresiden ri ke itu tahun berapa kirakira anies mungkin sudah jadi fosil batu,Positive,anies,jo pasti ora dikabulkanpresiden ke itu tahun berapa kirakira mungkin sudah jadi fosil batu
2583,2023-03-10,306615832.0,mari kita kebalikan kewarasan melalui anies baswedan presiden ri,Negative,anies,mari kita kebalikan kewarasan melalui
2592,2023-03-10,306615832.0,anies pemimpin cerdas jujur bersih presiden ri,Positive,anies,pemimpin cerdas jujur bersih
2594,2023-03-10,3142947758.0,memang untuk urusan tata kata gak perlu diragukan lagi dukung anies presiden ke,Negative,anies,memang untuk urusan tata kata perlu diragukan lagi dukung ke
2595,2023-03-10,88352716.0,pks mendeklarasikan anies sebagai bakal calon presiden ketua majelis syura pks itu mengatakan ia telah membuat keputusan partainya bakal mendukung anies baswedan sebagai bakal calon presiden dalam pemilu,Positive,anies,pks mendeklarasikan sebagai bakal ketua majelis syura pks itu mengatakan ia telah membuat keputusan partainya bakal mendukung sebagai bakal dalam
2596,2023-03-10,30617522.0,etnis tionghoa dukung anies baswedan jadi presiden simpatisan ini ungkap alasannya,Positive,anies,etnis tionghoa dukung jadi simpatisan ini ungkap alasannya
2600,2023-03-10,567132989.0,ri presiden anies baswedan aamiin harus berani pilih pasukan bersih pasukan bersih hasil dari nurani pak anies yg bersih dulu jangan harap pasukan tidak cheating jika pemimpinnya pembohong,Positive,anies,aamiin harus berani pilih pasukan bersih pasukan bersih hasil dari nurani pak bersih dulu jangan harap pasukan tidak cheating jika pemimpinnya pembohong
2603,2023-03-10,3230513774.0,inilah mengapa aniesahy layak jadi presiden dan wakil presiden indonesia di anies ahy,Negative,anies,inilah mengapa aniesahy layak jadi dan wakil di ahy
2605,2023-03-10,57261519.0,pks berjuang untuk bisa memutuskan anies baswedan sebagai calon presiden di pemilu bagaimana ceritanya saksikan hanya di youtube metrotvnews sejahtera,Negative,anies,pks berjuang untuk bisa memutuskan sebagai di bagaimana ceritanya saksikan hanya di youtube metrotvnews sejahtera
2607,2023-03-10,21287066.0,pks jember pilih khofifah jadi cawapres anies baswedan pks jember jawa timur memilih khofifah indar parawansa menjadi kandidat wakil presiden untuk mendampingi anies baswedan dalam pemilu via,Negative,anies,pks jember pilih khofifah jadi cawapres pks jember jawa timur memilih khofifah indar parawansa menjadi kandidat wakil untuk mendampingi dalam via
2608,2023-03-10,306615832.0,bangga pemimpin kebanggaan indonesia dihormati di dunia internasional anies presiden ri,Positive,anies,bangga pemimpin kebanggaan dihormati di dunia internasional
2610,2023-03-10,3158832157.0,mendekati si ruhut tua bangka semakin ketakutan anies baswedan presiden ri,Negative,anies,mendekati si ruhut tua bangka semakin ketakutan
2611,2023-03-10,306615832.0,anies pemimpin level internasional kebanggaan indonesia presiden ri,Positive,anies,pemimpin level internasional kebanggaan
2613,2023-03-10,30617522.0,anggap seperti barack obama eks kader pdip jatuhkan pilihan dukung anies baswedan jadi presiden di,Positive,anies,anggap seperti barack obama eks kader pdip jatuhkan pilihan dukung jadi di
2623,2023-03-09,263721978.0,ntar anies presiden itu di eksekusi ya,Negative,anies,ntar itu di eksekusi
2625,2023-03-09,118413924.0,wkwkwk takut ya takut ya takut biar gue tambahin takut loe pade dah gue bilangin ye lu pada ngakuinkan bawah sadar lu anies baswedan punya kemampuan memimpin daripada para junjungan lu lu sebenarnya akui kan anies potensial presiden takut ya takut tatut,Positive,anies,wkwkwk takut takut takut biar gue tambahin takut loe pade dah gue bilangin ye lu pada ngakuinkan bawah sadar lu punya kemampuan memimpin daripada para junjungan lu lu sebenarnya akui kan potensial takut takut tatut
2626,2023-03-09,118413924.0,chotimah wkwkwk takut ya takut ya takut biar gue tambahin takut loe pade dah gue bilangin ye lu pada ngakuinkan bawah sadar lu anies baswedan punya kemampuan memimpin daripada para junjungan lu lu sebenarnya akui kan anies potensial presiden takut ya takut tatut,Positive,anies,chotimah wkwkwk takut takut takut biar gue tambahin takut loe pade dah gue bilangin ye lu pada ngakuinkan bawah sadar lu punya kemampuan memimpin daripada para junjungan lu lu sebenarnya akui kan potensial takut takut tatut
2637,2023-03-09,306615832.0,sangat membanggakan pemimpin level internasional kebanggaan indonesia anies presiden ri,Positive,anies,sangat membanggakan pemimpin level internasional kebanggaan
2652,2023-03-09,306615832.0,mari dukung anies baswedan presiden ri untuk indonesia bersatu aman damai dan maju,Positive,anies,mari dukung untuk bersatu aman damai dan maju
2653,2023-03-09,306615832.0,asmara siapa yang ingin indonesia aman damai maju tanpa buzzer kang hoax dan pemecah belah dukung anies baswedan presiden ri,Positive,anies,asmara siapa yang ingin aman damai maju tanpa buzzer kang hoax dan pemecah belah dukung
2654,2023-03-09,517537588.0,jadikan anies presiden ke,Negative,anies,jadikan ke
2669,2023-03-09,306615832.0,anies pemimpin kebangaan indonesia presiden ri,Positive,anies,pemimpin kebangaan
2680,2023-03-09,73927386.0,dukung anies untuk jadi australia,Positive,anies,dukung untuk jadi australia
2681,2023-03-09,3158832157.0,nama anies baswedan terus mengharum dan tetap dihati rakyat indonesia menjadi presiden,Negative,anies,nama terus mengharum dan tetap dihati rakyat menjadi
2682,2023-03-09,2385926900.0,survei hari ke di daerah gue dari ibu petani amp teman perusahaan kebetulan tetangga gue ada kader nasdem amp pks anggota dewan pilihannya hanya ganjar vs anies hasilnya tidak ada pun yg memilih anies fix jatim dukung ganjar presiden bagaimana daerah kalian,Positive,anies,hari ke di daerah gue dari ibu petani teman perusahaan kebetulan tetangga gue ada kader nasdem pks anggota dewan pilihannya hanya vs hasilnya tidak ada pun memilih fix jatim dukung bagaimana daerah kalian
