,Date,User ID,Tweet Count,Tweet Location,Tweet,label,"('label', 'Tweet')"
3111,2023-03-03,1.62e+18,218,,eka gausah bu soalnya tetep bakal menang ko pak anies pasti jadi presiden ri,Positive,Positive
3112,2023-03-03,1.46e+18,66,,sebenarnya para pembenci anies dlm hati mrk mengakui bahwa anies memang sangat layakamp pantas sbg presiden ri dibandingkan dg jago mrk yg tdk bisa diandalkan shg utk menutupi kekecewaannya mrk akan mencari kesalahan anies sekecil apapun jadi mrk stress anggap sj hiburan,Positive,Positive
3113,2023-03-03,1.56e+18,80,,asmara pak anies pantas menjadi presiden,Positive,Positive
3114,2023-03-03,1.39e+18,2697,,as insyaallah anies presiden,Positive,Positive
3115,2023-03-03,1.62e+18,102,,eka santai anies tetep bakal jadi presiden ri ko,Positive,Positive
3116,2023-03-03,1.39e+18,701,,anies rb sangat cocok jd presiden indonesia tahun,Negative,Negative
3117,2023-03-03,1.07e+18,541856,,anies beri kuliah di ntu singapura refly jangan dibandingkan dengan calon lain covid jumat maret ada meninggal bismillah cipung ya allah plumpang pn jakpus partai prima jeep klopp firmino,Negative,Negative
3118,2023-03-03,1.07e+18,541856,,sby rasanya ada yang aneh di negeri ini jumat ada meninggal,Positive,Positive
3119,2023-03-03,46693036.0,46804,,presidium korps alumni himpunan mahasiswa islam kahmi herman khaeron menyatakan anies rasyid baswedan layak didukung para kader hmi sebagai bakal calon presiden bacapres pada pemilu anies punya kapasitas besar memimpin negara setelah sukses,Positive,Positive
3120,2023-03-03,485856546.0,3148,,id yg pasti anies presiden ri,Positive,Positive
3121,2023-03-03,1.37e+18,432,,koalisi perubahan tidak butuh berkoalisi dengan pdip karena sudah terpenuhi bahkan lebih dari untuk mencalonkan anies sebagai presiden,Positive,Positive
3122,2023-03-03,1.57e+18,1165,"DKI Jakarta, Indonesia",ri anies ahy insya allah presiden ri dan wakil presiden ri di aamiin,Positive,Positive
3123,2023-03-03,1.5e+18,1043,,ri kun agus harimurti yudhoyono menjadi wakil presiden negara kesatuan republik indonesia mendampingi anies baswedan sbg presiden negara kesatuan republik indonesia fayakunaamiin,Negative,Negative
3124,2023-03-03,1.05e+18,93,,achmadi halo sdr hasto kristianto masalah pembangunan ikn merupakan amanat undangundang siapa pun presiden terpilih pada pilpres wajib melanjutkan pembangunan ikn kalau tidak berarti tidak menjalankan undangundang begitu juga dengan anies rasyid baswedan jika terpilih,Negative,Negative
3125,2023-03-03,1.58e+18,1073,"Cisoka, Indonesia",ri giat demokrat sp sll menjaga info aspirasi warga ny pemuda anak bangsa indonesia yg sll mengharap perubahan dan perbaikan harapan rakyat indonesia mas anies dan mas ahy pemimpin perubahan dan perbaikan harapan rakyat indonesia presiden dan wakil presiden ri anies ahy,Positive,Positive
3126,2023-03-03,1.5e+18,1043,,ri mugia agus harimurti yudhoyono menjadi wakil presiden negara kesatuan republik indonesia tahun mendampingi anies baswedan presiden negara kesatuan republik indonesia tahun aamiin,Negative,Negative
3127,2023-03-03,1.39e+18,132,,saewad berarti pdip yakin anies jadi presiden,Negative,Negative
3128,2023-03-03,1.57e+18,265,,hebat nih pak anies baswedan resmi didukung oleh demokrat sebagai calon presiden,Positive,Positive
3129,2023-03-03,1.6e+18,314,"Tangerang, Indonesia",partai demokrat resmi mendukung calon presiden ri dari partai nasdem anies baswedan sebagai capres pemilu,Positive,Positive
3130,2023-03-03,1.5e+18,112,,namanya juga hoaker sampai matipun ttp sakit hati apalagi di saat pak anies menjabat presiden betapa ngilunya hatiku,Negative,Negative
3131,2023-03-03,1.59e+18,40,,anies presiden,Negative,Negative
3132,2023-03-03,1.34e+18,16,,smg indonesia sgera brsama anies baswedan presiden ri dn sterusx menuju perubahan smg allah swt meridhoi aamiin,Positive,Positive
3133,2023-03-03,2424623875.0,7390,,chotimah nanti usulkan ke presiden anies ya mbak agar ada kementerian urusan bangun jalan kabupaten,Negative,Negative
3134,2023-03-03,517913185.0,11722,,anies presiden ri insya allah apakah formulae bisa sukses tanpa anies sorry  dont think so,Positive,Positive
3135,2023-03-03,284830933.0,177805,,ahy mari kita dukung mas anies baswedan sebagai calon presiden salam perubahan dan perbaikan ahy demokrat,Positive,Positive
3136,2023-03-03,1.57e+18,1165,"DKI Jakarta, Indonesia",id anies baswedan insya allah presiden di aamiin,Positive,Positive
3137,2023-03-03,990237626.0,374752,Indonesia,meski telah didukung koalisi perubahan partai nasdem pks dan demokrat sebagai bakal calon presiden bacapres peluang anies baswedan memenangkan pilpres belum bisa dipastikan,Positive,Positive
3138,2023-03-03,248975232.0,1965,Southern Hill of West Java,pilihan yg rasional anies baswedan presiden ri,Negative,Negative
3139,2023-03-03,1.62e+18,1082,"Banyuwangi, Jawa Timur",dalam menyaksikan keputusan bulat partai demokrat mendukung anies sebagai bakal calon presiden pada pemilu presiden itu selengkapnya,Positive,Positive
3140,2023-03-03,1.33e+18,1891,,siapapun peminpin nya siapapun wakil nyayg penting anies dan ahy presiden dan wakil nya,Positive,Positive
3141,2023-03-03,294576490.0,5508,ditengah gurun ð« ,udah gurem dan ghoib partai serang anies cuma sebatas anies doang nanti kalau anies jadi presiden mereka mendadak bacot lagi koq meskipun suara di pemilu cuma kurang dari,Negative,Negative
3142,2023-03-03,1.49e+18,1383,,mas dan partai pengusung akan memilih yang terbaik dan berpeluang paling besar untuk menang dan relawan all out untuk memenangkan anies presiden ri siapapun cawapresnya yang penting anies presiden nya,Positive,Positive
3143,2023-03-03,7.14e+17,527,Jakarta Capital Region,prestasi wan lbh bayar di jkt budaya sepeda di negara tropis jd pool bajaj eks rektor univ no di indo stlh itb amp ui tanpa prnh jd dekan anies presiden indonesa ke,Negative,Negative
3144,2023-03-03,1.57e+18,408,,selama ini otaknya ga pernah direfres sekarang dia dpt sedikit kebanggaan menikmati prestasinya pak anies sekalian ketika pak anies dilantik nanti di kan ada poin utk mendekati presiden,Positive,Positive
3145,2023-03-03,1.27e+18,17693,Pati ,partai demokrat usung anies baswedan sebagai calon presiden,Positive,Positive
3146,2023-03-03,248199104.0,25147,"Jakarta Capital Region, Indone",ahy mari kita dukung mas anies baswedan sebagai calon presiden,Positive,Positive
3147,2023-03-03,9.77e+17,20035,,semoga pak ganjar makin sukses tiktoknya supaya besok th bisa bikin konten pelantikan pak anies jd presiden ri,Positive,Positive
3148,2023-03-03,259455790.0,5374,Jakarta,keraguan pdip thdp kebijakan anies ke depan jadi seolah keyakinan mereka kalo amp jadi presiden anies ahy anies ahy rumusan gampang kalahin banteng cuma naik mercy,Positive,Positive
3149,2023-03-03,1.39e+18,22667,"Gayo Lues, Nangro Aceh Darussa",luar biasa ahy disambut teriakan aniesahy presiden anies ahy,Negative,Negative
3150,2023-03-03,98825175.0,1179,"DKI Jakarta, Indonesia",insya allah pak anies terpilih jadi presiden,Positive,Positive
3151,2023-03-03,485856546.0,3148,,anies presiden ri,Negative,Negative
3152,2023-03-03,1.34e+18,448,,wahai kau firzalaksana dajjal yg galauanies presiden,Negative,Negative
3153,2023-03-03,485856546.0,3148,,anies presiden ri,Negative,Negative
3154,2023-03-03,1.37e+18,518,Indonesia,bismillah anies presiden,Negative,Negative
3155,2023-03-03,1.31e+18,5517,,chotimah husni welcome anies for presiden selamat jalan ebong semoga khusnul khotimah,Positive,Positive
3156,2023-03-03,1.6e+18,5360,Panawangan Ciamis Jawa Barat,damai maaf yaaku jelasin biar pda tau deh  gak salah bacaaku ini siap mendukung anies baswedan mnjdi presiden ri bisa baca kanhhh,Positive,Positive
3157,2023-03-03,1.61e+18,170,,pak anies presiden ngga akan ada lagi cerita yg beginian nkri bisa maju dan gemilang perlu pemimpin yg punya integritas capable kredible briliancerdas revolusioner dan independen merdeka,Positive,Positive
3158,2023-03-03,1.38e+18,456,Cilacap,tanjung ngga tau malurai gedek dulu di hina sekarang di pakai nanti jis juga gitu secara tidak langsung mengakui keberhasilan anies sang presiden,Positive,Positive
3159,2023-03-03,1.26e+18,11665,,ahy mengajak kader untuk mendukung mas anies baswedan sebagai calon presiden,Positive,Positive
3160,2023-03-03,788744100.0,188256,Pekanbaru,jika terpilih jadi presiden pdip ragu anies lanjutkan ikn jokowi gegara proyek ini,Negative,Negative
3161,2023-03-03,1.56e+18,10,"DKI Jakarta, Indonesia",sir pak anies is the best layak jd presiden,Positive,Positive
3162,2023-03-03,1.5e+18,12317,,menjegal anies baswedan selaku bakal capres di maka atas dasar sistim hukum dan konsitusi dasar presiden jokowi sebagai stakeholder dengan segala hak beban dan tanggung jawab harus segera mengambil alih tupoksi kpu jika tidak atau undur pemilu lalu jokowi tetap,Negative,Negative
3163,2023-03-03,1.19e+18,3506,,demokrat dki jakarta akan all out menangkan anies sebagai presiden,Positive,Positive
3164,2023-03-03,1.58e+18,1073,"Cisoka, Indonesia",dua pemuda anak bangsa yg cerdas dan bermasarakat tentu ny ialah anies ahy calon presiden dan wakil presiden ri mendatang demokrat sp menuju perubahan dan perbaikan harapan rakyat indonesia bersama rakyat kita kuat,Positive,Positive
3165,2023-03-03,69183155.0,2207029,"Jakarta, Indonesia",partai demokrat telah resmi menyatakan dukungan kepada anies baswedan sebagai calon presiden ahy juga menegaskan peran anies sebagai pemimpin di koalisi perubahan,Positive,Positive
3166,2023-03-03,1.62e+18,150,"Bontang, Kaltim",partai demokrat resmi dukung anies baswedan sebagai bakal calon presiden,Positive,Positive
3167,2023-03-03,1.58e+18,352,,anies ogah ogahan ngurusin kali jakarta,Positive,Positive
3168,2023-03-03,1.57e+18,2398,,berarti ga ragu klo pa anies jdi presiden di dong,Negative,Negative
3169,2023-03-03,1.57e+18,1165,"DKI Jakarta, Indonesia",anies ahy insya allah presiden ri dan wakil presiden ri di aamiin,Positive,Positive
3170,2023-03-03,1.57e+18,1983,,keren dah ide mas anies presiden top markotop,Positive,Positive
3171,2023-03-03,3306771829.0,128403,Indonesia,partai demokrat menegaskan mengusung anies baswedan sebagai calon presiden pada pemilu di hadapan kadernya ketua umum partai demokrat agus harimurti yudhoyono mengaku dari pusat hingga daerah telah bersepakat berada di barisan anies baswedan,Positive,Positive
3172,2023-03-03,1.57e+18,1165,"DKI Jakarta, Indonesia",anies ahy insya allah presiden ri dan wakil presiden ri di aamiin,Positive,Positive
3173,2023-03-03,1.36e+18,1100,,mari kita dukung mas anies baswedan sebagai calon presiden ahy,Positive,Positive
3174,2023-03-03,1.6e+18,4640,,insya allah anies jadi presiden mantap,Positive,Positive
3175,2023-03-03,284830933.0,177805,,ahy mari kita dukung mas anies baswedan sebagai calon presiden salam perubahan dan perbaikan ahy demokrat,Positive,Positive
3176,2023-03-03,124171593.0,879382,Indonesia,pdip tak yakin anies baswedan bakal lanjutkan program ikn jika terpilih jadi presiden di via,Negative,Negative
3177,2023-03-03,1.38e+18,1324,,nasdem berjasa dlm mengusung jokowi priode untuk masa jabatan akhir presiden oktober nasdem pengusung anies baswedan untuk presiden berikut nya syah sebab kontrak politik nasdem sudah berakhir di gerakan nasdem itu emang lebih cepat selalu dari partai lain,Positive,Positive
3178,2023-03-03,1.46e+18,1338,southern jakatra,anies presiden ri,Negative,Negative
3179,2023-03-03,1.43e+18,5480,,si khusnul itu benci banget sm anies yasampe dendam kesumat bgtu besok klo saya ketemu anies calon presiden saya mo tanyain ah knp sampe dendam kesumat bgtu,Negative,Negative
3180,2023-03-03,1.46e+18,1893,,samosir itulah antara lain prestasi pak anies dan menjadi gambaran mengapa kami rakyat indonesia memilih pak anies untuk menjadi presiden ri di kecuali cebong seperti lu jika mengubah pikiran yang salah karena menerima informasi salah dan terlalu lama di kolam lalu psts lu apa ya,Negative,Negative
3181,2023-03-03,1.6e+18,3813,,lira didu ahmad coba kita liat pihak mana yg mendukung keputusan ini selain parpol yg menuntutnya lalu cek backgroundnya maka sepertinya gak akan jauh dari pihak yg mendukung penundaan pemilu karena takut anies jadi presiden ri,Positive,Positive
3182,2023-03-03,1.17e+18,5725,,tanya rakyat dki selama tahunyg karyanya di akui dunia internasional kita doakan semoga allah swt menjadikan mas anies rashid baswedan menjadi presiden ri tahun shg nkri adil makmur dan sejahtera tdk ada gelandangan pengemis dll,Positive,Positive
3183,2023-03-03,8.72e+17,75,"DKI Jakarta, Indonesia",bravo pak anies presiden,Negative,Negative
3184,2023-03-03,8.72e+17,75,"DKI Jakarta, Indonesia",bravo pak anies presiden,Negative,Negative
3185,2023-03-03,1.17e+18,13942,Jakarta,partai demokrat menegaskan dukungannya terhadap anies baswedan sebagai bakal calon presiden capres pada pemilihan presiden pilpres keputusan tersebut merupakan hasil rapat majelis tinggi partai mtp demokrat selengkapnya,Positive,Positive
3186,2023-03-03,1.59e+18,4874,"DKI Jakarta, Indonesia",cukup diwakili oleh ketua demokrat syaaahhhh anies for presiden ahy wakil presiden ferdinan hutahaen for sampah mulut ember gigit jari stresuwahahaaa,Negative,Negative
3187,2023-03-03,87901651.0,584,"DKI Jakarta, Indonesia",dua map dukung anies menjadi presiden kenapa dukung adanya kebutuhan pemimpin yg cinta cerdas intelektual negarawan toleransi agama si julid tertawacintaada apa dgn cinta kelebihan bayar anies itu selalu dicari kesalahannya tapi fitnah dan benci selalu kandas,Positive,Positive
3188,2023-03-03,8.06e+17,2827,PEKANBARU,keraguan pdip thdp pernyataan capres anies hanya bentuk penolakn thd anis sbg capres karna scara normatif anies memang harus melanjutkn program presiden sebelumnya jk terpilih menjadi presiden implmentasi kebrlanjutannya tentu disesuaikn dg kondisi keuangn negara,Negative,Negative
3189,2023-03-03,1.6e+18,1472,JAKARTA,yukk gasskeun selain bergerak di dunia nyata di maya harus di gasskeun insyaallah,Positive,Positive
3190,2023-03-03,280895955.0,1899,"Jakarta, Indonesia",partai demokrat mendukung anies baswedan sebagai bakal calon presiden peneliti pusat riset politik brin firman noor mengungkapkan bahwa dukungan partai demokrat terhadap anies bukanlah hal yang mengejutkan bagi partai demokrat sosok anies dianggap sebagai ikon perubahan,Positive,Positive
3191,2023-03-03,1.56e+18,150,,semngat selalu ahy the presiden,Positive,Positive
3192,2023-03-03,75077164.0,159205,"Washington, DC",ketua umum partai demokrat agus harimurti yudhoyono mengumumkan bahwa partainya telah resmi memberikan dukungan kepada anies baswedan untuk maju sebagai calon presiden pada pemilihan presiden,Positive,Positive
3193,2023-03-03,1.36e+18,1306,"Pati, Indonesia",mendeklarasikan mengusung anies baswedan sebagai calon presiden capres pada pilpres anies ahy,Negative,Negative
3194,2023-03-03,1.54e+18,840,bima NTB,pasangan serasi yg selalu melengkapi kekurangan semoga anies dan ahy menjadi presiden republik indonesia salam restorasi,Positive,Positive
3195,2023-03-02,3158832157.0,1657,,mendekati rakyat indonesia tidak sabar anies baswedan menjadi presiden ri,Negative,Negative
3196,2023-03-02,485856546.0,3148,,anies presiden ri,Negative,Negative
3197,2023-03-02,1.56e+18,4030,"Kota Sumenep, Indonesia",luar biasa ahy disambut teriakan aniesahy presiden anies ahy,Negative,Negative
3198,2023-03-02,1.4e+18,27,,insya allah indonesia akan menjadi negara yang adil dan makmur dan sejahtera rakyatnya atas izin allah swt semoga bpk anies rashid baswedan diangkat allah swt menjadi presiden ri tahun aamiin aamiin ya allah allamin,Positive,Positive
3199,2023-03-02,2905814730.0,73484,"Bima Sakti, Bumi, Indonesia",cocok nih sudahlah mendingan anies ahy secara aklamasi saja dinyatakan presiden dan wapres daripada mewacanakan periode sebab rakyat butuh perubahan,Positive,Positive
3200,2023-03-02,1.42e+18,1866,Nangro Aceh Darussalam,hasil survey tanpa pesanan anies menjadi presiden ri,Negative,Negative
3201,2023-03-02,1.46e+18,6707,,ulama habib dan tokoh bogor kompak doakan anies jadi presiden ulama dan alhamdulillah para ulama dan habib turut serta menginginkan indonesia ada perubahan,Positive,Positive
3202,2023-03-02,1.46e+18,6707,,demokrat dki jakarta memastikan akan all out menangkan anies sebagai presiden kita akan mulai sebuah perjalanan panjang butuh stamina butuh kesiapan butuh ketangguhan dan insyaalkah menyaksikan yg hadir di sini kita optimis bs lewati semuanya,Positive,Positive
3203,2023-03-02,1.6e+18,5849,Wakanda,survei warga jakarta pilih anies baswedan jadi presiden,Negative,Negative
3204,2023-03-02,41730943.0,1672990,,demokrat sumut nyatakan siap antarkan anies baswedan jadi presiden,Positive,Positive
3205,2023-03-02,1.11e+18,358,"Kota Palembang, Sumatera Selat",katanya negara demokrasi pak anies mau nyalon presiden dilarang aturan dari mana ini kerjaan formula  dulu di caci di maki eh ada juga yang mau nikmati sekarang wkwkwkwkwkwkw,Positive,Positive
3206,2023-03-02,1.43e+18,931,"Menteng, Indonesia",apa nya yg tegak lurus hut bkn nya loncat loncat kmu alias si kutu loncat ganjar jdi capres gk bkln menang apa lagi puan maharani yg bkl jdi presiden anies rasyid baswedan biar kmu gk bisa menjilat lgi,Negative,Negative
3207,2023-03-02,1.54e+18,1206,,anies presiden chebong minum obat tidur  lah,Negative,Negative
3208,2023-03-02,4566603672.0,1395,,anies for presiden,Negative,Negative
3209,2023-03-02,1.59e+18,148,Tarakan,banyak ngomongtapi tak ad bukti anies presiden kami,Negative,Negative
3210,2023-03-02,1.05e+18,34552,Singapore,anies ahy naik delman kuda nya ogah bawa bapak politik identitas pidato di apel siaga salah sebut nama presiden ke ri alam sudah menunjukkan tandatanda wan ambruk cc jsp,Negative,Negative
3211,2023-03-02,1.07e+18,541856,,anies terima kasih mas ahy kita siap bersamasama covid kamis maret ada meninggal formula  jeep toyota jepang sirius ini twitter sheila dara maghrib putusan silent maljum malam jumat,Positive,Positive
3212,2023-03-02,1.39e+18,22667,"Gayo Lues, Nangro Aceh Darussa",luar biasa ahy disambut teriakan aniesahy presiden anies ahy,Negative,Negative
3213,2023-03-02,1.63e+18,467,,pak anies presiden ri,Negative,Negative
3214,2023-03-02,756374106.0,6640,,asmara anies didu saewad idha sir,Positive,Positive
3215,2023-03-02,1.07e+18,541856,,formula  kembali digelar di jakarta program anies diakui bawa keuntungan ada meninggal,Negative,Negative
3216,2023-03-02,71436318.0,675032,Indonesia,sekjen pdip tak yakin anies akan lanjutkan program ikn jika terpilih jadi presiden,Negative,Negative
3217,2023-03-02,75077164.0,159205,"Washington, DC",anies baswedan salah satu kandidat unggulan presiden mendatang kamis berjanji untuk mewujudkan ambisi presiden joko widodo membangun ibu kota baru ikn senilai miliar jika ia memenangkan pemilu,Positive,Positive
3218,2023-03-02,1.59e+18,119,,ahy mari kita dukung mas anies baswedan sebagai calon presiden,Positive,Positive
3219,2023-03-02,1.44e+18,13629,,demokrat dki jakarta memastikan akan all out menangkan anies sebagai presiden,Positive,Positive
3220,2023-03-02,1.45e+18,1075,Indonesia,sambut deklarasi demokrat tangsel all out menangkan anies baswedan sebagai presiden,Positive,Positive
3221,2023-03-02,1.6e+18,4094,"DKI Jakarta, Indonesia",mereka khawatir melihat anies baswedan akan menggantikan posisi presiden jokowi di,Negative,Negative
3222,2023-03-02,485856546.0,3148,,anies presiden ri,Negative,Negative
3223,2023-03-02,485856546.0,3148,,anies presiden ri,Negative,Negative
3224,2023-03-02,1.35e+18,5850,"Cirebon, Jawa Barat",ahy mari kita dukung mas anies baswedan sebagai calon presiden,Positive,Positive
3225,2023-03-02,4187275698.0,92155,Indonesia,bakal calon presiden dari koalisi perubahan anies baswedan berbicara nasib ibu kota negara ikn nusantara bila dirinya terpilih menjadi presiden di,Negative,Negative
3226,2023-03-02,1.44e+18,68,,hidup anies baswedan smg jd presiden ri ke,Negative,Negative
3227,2023-03-02,1.61e+18,275,,mantab maju terus anies untuk presiden,Negative,Negative
3228,2023-03-02,1.6e+18,1472,JAKARTA,fahnoor salah satu alasan kenapa rakyat indonesia harus mengatakan tidak untuk bowo karena bowo akan lanjutkan apa yg sudah rusak dri rezim ini jadi mari bersama bersatu dalam gerbong perubahan bersama bapak insyaallah indonesia akan menjadi lebh baik,Negative,Negative
3229,2023-03-02,1.19e+18,3506,,ulama habib dan tokoh bogor kompak doakan anies jadi presiden,Positive,Positive
3230,2023-03-02,367546541.0,389,Indonesia,presiden ri jokowi sampai anies capres paham mereun,Negative,Negative
3231,2023-03-02,1.12e+18,35887,Indonesia,mantan gubernur dki jakarta anies baswedan memperoleh dukungan resmi dari partai demokrat untuk maju sebagai calon presiden pada pemilihan presiden pilpres,Positive,Positive
3232,2023-03-02,18129942.0,1161356,Indonesia,demokrat dki akan all out menangkan anies baswedan jadi presiden,Positive,Positive
3233,2023-03-02,1.27e+18,30705,,takut kenapa harus takut hidup saya tidak diatur anies siapa yg bakal jadi presiden sdh di genggagaman allah siapapun dia harus diterima sy bersuara sbg masyarakat masa anies peyuk peyempuan boyeh sy bersuara tdk boleh rosul sj ditegur allah emang anies siapa,Positive,Positive
3234,2023-03-02,1.44e+18,13629,,ulama habib dan tokoh bogor kompak doakan anies baswedan jadi presiden,Positive,Positive
3235,2023-03-02,350668803.0,127046,Jakarta,bakal calon presiden bacapres koalisi perubahan anies baswedan dan ketua umum partai demokrat agus harimurti yudhoyono ahy semakin menunjukkan keharmonisan menjelang pilpres,Positive,Positive
3236,2023-03-02,1.62e+18,750,,loren benar juga kan prediksi akuini salah satu cara yg di kondisikan agar anies gak bisa di calonkan utk calon presiden,Positive,Positive
3237,2023-03-02,1.37e+18,14757,,inilah mengapa aniesahy layak jadi presiden amp wakil presiden indonesia di anies ahy aniesahy untukindonesia,Negative,Negative
3238,2023-03-02,1.37e+18,14757,,inilah alsan kenapa anies ahy layak jadi presiden amp wakil presiden anies ahy aniesahy untukindonesia,Negative,Negative
3239,2023-03-02,1.37e+18,14757,,mengapa aniesahy layak mjd presiden amp wakil presiden di berikut penjelasannya anies ahy aniesahy untukindonesia,Positive,Positive
3240,2023-03-02,1.37e+18,14757,,tiba di kota palu ahy disambut teriakan anies ahy presiden anies ahy aniesahy untukindonesia,Positive,Positive
3241,2023-03-02,109149190.0,70917,"ÃT: -6.177799,106.843475",ketua dpp partai nasdem kakak sugeng suparwoto menjelaskan mengapa nasdem memilih sosok anies rasyid baswedan sebagai calon presiden hal tersebut disampaikannya saat silaturahmi kebangsaan dengan masyarakat lampung beberapa waktu yang lalu,Positive,Positive
3242,2023-03-02,1.37e+18,14757,,luar biasa ahy disambut teriakan aniesahy presiden anies ahy aniesahy untukindonesia,Positive,Positive
3243,2023-03-02,1.34e+18,448,,anies benar wowpresiden cerdas dan gak nganu,Positive,Positive
3244,2023-03-02,756374106.0,6640,,asmara anies didu saewad idha sir,Positive,Positive
3245,2023-03-02,9.79e+17,7426,,inilah alsan kenapa anies ahy layak jadi presiden amp wakil presiden anies ahy aniesahy untukindonesia,Negative,Negative
3246,2023-03-02,9.79e+17,7426,,mengapa aniesahy layak mjd presiden amp wakil presiden di berikut penjelasannya anies ahy aniesahy untukindonesia,Positive,Positive
3247,2023-03-02,1.04e+18,20016,,demokrat resmi mengusung anies baswedan jadi calon presiden,Negative,Negative
3248,2023-03-02,1.31e+18,1112,,raskyat nanya kau siapabanyak bacot aja di twiterngga pengaruh ke rakyat anies for presiden ri,Negative,Negative
3249,2023-03-02,9.79e+17,7426,,inilah mengapa aniesahy layak jadi presiden amp wakil presiden indonesia di anies ahy tanahlaut aniesahy untukindonesia,Negative,Negative
3250,2023-03-02,9.79e+17,7426,,insya allah ke depan programprogram yg pro rakyat yg dulu dilahirkan amp diberikan pd jaman presiden sby kembali akan kita lakukan kata ahy anies ahy aniesahy untukindonesia,Positive,Positive
3251,2023-03-02,9.79e+17,7426,,anies baswedan bakal calon presiden dr partai demokrat anies ahy aniesahy untukindonesia,Positive,Positive
3252,2023-03-02,55507370.0,381004,Pulo Gadung,anies baswedan menyampaikan bahwa dirinya akan melanjutkan proyek ikn ketika terpilih sebagai presiden di pilpres simak berita selengkapnya di politik,Negative,Negative
3253,2023-03-02,46693036.0,46804,,majelis tinggi partai demokrat sepakat mengusung anies baswedan sebagai calon presiden capres dalam pemilihan presiden pilpres ketua umum ketum demokrat agus harimurti yudhoyono ahy mengatakan kesepakatan ini juga memberi restu kepada,Positive,Positive
3254,2023-03-02,1.44e+18,702,"Makasar, Indonesia",inilah mengapa aniesahy layak jadi presiden dan wakil presiden indonesia di anies ahy,Negative,Negative
3255,2023-03-02,60005078.0,90002,,anies minta kader partai demokrat jaga kesiapan dan ketangguhan jelang pemilu bakal calon presiden bacapres koalisi perubahan anies baswedan takjub dengan antusiasme kader partai demokrat di dpp,Positive,Positive
3256,2023-03-02,350668803.0,127046,Jakarta,majelis tinggi partai demokrat yang dipimpinsusilo bambang yudhoyonosby secara resmi mendukung bakal calon presiden bacapres anies baswedan di pilpres lewat,Positive,Positive
3257,2023-03-02,46693036.0,46804,,publik masih menanti kira kira siapa sosok yang akan menjadi calon wakil presiden cawapres pendamping anies baswedan pada pilpres nanti sejauh ini muncul beberapa nama seperti agus harimurti yudhoyono ahy ahmad heryawan aher dan khofifah,Negative,Negative
3258,2023-03-02,1.6e+18,9220,,teriakan presiden menggema saat ahy resmikan kantor baru demokrat pacitan jlc anies ahy,Negative,Negative
3259,2023-03-02,136476619.0,51889,"Bandung, Indonesia",demokrat resmi mengusung anies baswedan jadi calon presiden,Negative,Negative
3260,2023-03-02,1.6e+18,9220,,ketua umum partai demokrat agus harimurti yudhoyono memastikan partainya mendukung anies baswedan sebagai bakal calon presiden narasi daily nyu anies ahy,Positive,Positive
3261,2023-03-02,1.52e+18,12385,"Riau, Indonesia",anies tegaskan akan laksanakan uu ikn jika terpilih jadi presiden,Negative,Negative
3262,2023-03-02,7.87e+17,10124,"Ngawi, Indonesia",semoga dgn doa doa ulama dan orang baik dinegeri iniahy bisa menjadi presiden indonesia kedepan anies ahy,Positive,Positive
3263,2023-03-02,1.53e+18,5105,,menurut survei kompas bln febuari ganjar no prabowo no ridwan kamil no anies no apakah ini kode alam bahwa ganjar presiden ri alhamdulilah doaku didengar bahwa orangnya sederhana punya pengalaman jadi gubernur periode,Positive,Positive
3264,2023-03-02,7.87e+17,10124,"Ngawi, Indonesia",inilah mengapa aniesahy layak jadi presiden dan wakil presiden indonesia di anies ahy,Negative,Negative
3265,2023-03-02,4187275698.0,92155,Indonesia,majelis tinggi partai demokrat telah melakukan rapat untuk mengukuhkan anies baswedan sebagai bakal calon presiden,Positive,Positive
3266,2023-03-02,1.34e+18,43,,pak anies for presiden sampai selesai,Negative,Negative
3267,2023-03-02,97885984.0,4416,Jakarta Indonesia,kereen banget muda pinter dan beribawa lulusan universitas terbaik di dunia universitas di univ dan di univ sangat cocok dan pantas memimpin perubahan dan perbaikan indonesia anies presiden amp ahy wapres indonesia,Positive,Positive
3268,2023-03-02,1.62e+18,1296,"Purwokerto Barat, Indonesia",semakin banyaknya capres semakin besar pula peluangnya pak anies jadi presiden,Positive,Positive
3269,2023-03-02,1.19e+18,160565,"DKI Jakarta, Indonesia",partai demokrat resmi mendeklarasikan anies baswedan sebagai calon presiden capres setelah mengelar rapat terbatas bersama maj,Positive,Positive
3270,2023-03-02,1.6e+18,151,,ahy tegaskan partai demokrat dukung anies baswedan di pilpres dengan tegas dan jelas ktum ahy demokrat dukung mas anies calon presiden th dan intruksikan pemasangan baleho mas anies ny di seluruh indonesia demokrat sp,Positive,Positive
3271,2023-03-02,2385926900.0,63653,"DKI Jakarta, Indonesia",untuk kalian yg mendewakan rekam jejak anies baswedan memimpin jakarta jika kalian mencintai bangsa ini jangan salah pilih jangan karena uang bangsa indonesia demi masa depan anak cucu kita cari presiden yg membangun merakyat cari wapres yg bisa menggerakkan ekonomi,Positive,Positive
3272,2023-03-02,103808791.0,23649,,inilah mengapa aniesahy layak jadi presiden dan wakil presiden indonesia di anies ahy,Negative,Negative
3273,2023-03-02,196258781.0,3463,"Pati, Jawa Tengah",luar biasa ahy disambut teriakan aniesahy presiden anies ahy ahy aniesahy untukindonesia,Positive,Positive
